n,s,f,dimension
142,55,14,1
142,55,17,1
142,55,20,1
142,55,21,1
142,55,22,1
142,55,23,1
142,55,24,1
142,56,9,1
142,56,10,2
142,56,11,1
142,56,12,1
142,56,13,2
142,56,16,1
142,56,18,1
142,56,19,1
142,56,20,1
142,56,21,1
142,57,7,1
142,57,8,2
142,57,9,2
142,57,10,1
142,57,11,1
142,57,12,1
142,57,15,1
142,57,18,1
142,57,19,1
142,58,6,1
142,58,7,1
142,58,8,1
142,58,14,1
142,58,17,1
142,58,20,1
142,58,21,1
142,59,10,1
142,59,11,1
142,59,12,1
142,59,13,1
142,59,16,1
142,59,19,1
142,59,20,1
142,60,7,1
142,60,8,1
142,60,9,2
142,60,10,1
142,60,11,2
142,60,12,2
142,60,13,1
142,60,14,1
142,60,15,1
142,60,18,1
142,61,4,1
142,61,6,2
142,61,7,2
142,61,8,1
142,61,9,1
142,61,10,1
142,61,11,2
142,61,12,1
142,61,13,1
142,61,14,1
142,61,17,1
142,62,2,1
142,62,3,1
142,62,4,1
142,62,5,3
142,62,6,2
142,62,7,1
142,62,8,3
142,62,9,1
142,62,10,3
142,62,11,2
142,62,12,2
142,62,13,2
142,62,14,1
142,62,15,2
142,62,16,2
142,62,17,1
142,63,1,1
142,63,2,1
142,63,3,2
142,63,4,1
142,63,5,1
142,63,6,2
142,63,7,3
142,63,8,2
142,63,9,3
142,63,10,2
142,63,11,3
142,63,12,1
142,63,13,1
142,63,14,1
142,63,15,2
142,63,16,2
142,64,2,1
142,64,4,1
142,64,5,1
142,64,6,1
142,64,7,2
142,64,8,3
142,64,9,1
142,64,10,2
142,64,14,2
142,64,15,1
142,65,3,2
142,65,4,1
142,65,5,1
142,65,6,1
142,65,7,2
142,65,8,1
142,65,9,2
142,65,10,1
142,65,11,2
142,65,12,2
142,65,13,2
142,65,14,1
142,66,2,1
142,66,3,1
142,66,4,1
142,66,6,1
142,66,7,2
142,66,8,1
142,66,10,2
142,66,11,2
142,66,12,2
142,67,5,2
142,67,6,2
142,67,7,1
142,67,8,1
142,67,9,2
142,67,10,1
142,67,11,2
142,67,12,1
142,68,4,1
142,68,5,1
142,68,6,1
142,68,7,2
142,68,8,2
142,68,9,1
142,68,10,2
142,68,11,2
142,69,3,1
142,69,4,1
142,69,5,1
142,69,6,2
142,69,7,1
142,69,8,2
142,69,9,2
142,69,10,1
142,70,2,1
142,70,3,1
142,70,4,2
142,70,5,2
142,70,6,1
142,70,7,2
142,70,8,1
142,70,9,1
142,71,3,1
142,71,4,1
142,71,5,1
142,71,6,2
142,71,7,1
142,72,4,1
142,72,5,1
142,72,6,1
143,0,0,1
143,0,1,1
143,0,2,1
143,0,3,1
143,0,4,1
143,0,5,1
143,0,6,1
143,0,7,1
143,0,8,1
143,0,9,1
143,0,10,1
143,0,11,1
143,0,12,1
143,0,13,1
143,0,14,1
143,0,15,1
143,0,16,1
143,0,17,1
143,0,18,1
143,0,19,1
143,0,20,1
143,0,21,1
143,0,22,1
143,0,23,1
143,0,24,1
143,0,25,1
143,0,26,1
143,0,27,1
143,1,1,1
143,2,2,1
143,3,1,1
143,3,2,1
143,3,3,1
143,6,2,1
143,7,1,1
143,7,2,1
143,7,3,1
143,7,4,1
143,8,2,1
143,8,3,1
143,9,3,1
143,9,4,1
143,9,5,1
143,10,6,1
143,11,5,1
143,11,6,1
143,11,7,1
143,14,2,1
143,14,3,1
143,14,4,1
143,14,5,1
143,14,6,1
143,15,1,1
143,15,2,1
143,15,3,1
143,15,4,1
143,15,5,2
143,15,6,1
143,15,7,1
143,15,8,1
143,16,2,1
143,16,6,1
143,16,7,1
143,17,3,1
143,17,4,1
143,17,5,1
143,17,6,1
143,17,7,1
143,17,8,1
143,17,9,1
143,18,2,1
143,18,3,1
143,18,4,2
143,18,5,1
143,18,10,1
143,19,3,1
143,19,9,1
143,19,10,1
143,19,11,1
143,20,4,1
143,20,5,1
143,20,6,1
143,21,3,1
143,21,5,1
143,22,4,1
143,22,8,1
143,22,9,1
143,22,10,1
143,23,4,1
143,23,5,1
143,23,6,1
143,23,7,1
143,23,8,1
143,23,9,2
143,23,10,1
143,23,11,1
143,23,12,1
143,24,5,1
143,24,10,1
143,24,11,1
143,25,8,1
143,25,9,1
143,25,10,1
143,25,11,1
143,25,12,1
143,25,13,1
143,26,6,1
143,26,7,1
143,26,8,1
143,26,9,1
143,26,14,1
143,27,13,1
143,27,14,1
143,27,15,1
143,28,8,1
143,28,9,1
143,28,10,1
143,29,7,1
143,29,8,1
143,29,9,1
143,30,2,1
143,30,3,1
143,30,4,1
143,30,5,1
143,30,6,1
143,30,7,1
143,30,8,1
143,30,9,1
143,30,10,1
143,30,11,1
143,30,12,1
143,30,13,1
143,30,14,1
143,31,1,1
143,31,2,1
143,31,3,2
143,31,4,1
143,31,5,2
143,31,6,1
143,31,7,1
143,31,8,2
143,31,9,2
143,31,10,2
143,31,11,1
143,31,12,1
143,31,13,2
143,31,14,1
143,31,15,1
143,31,16,1
143,32,2,1
143,32,4,1
143,32,6,1
143,32,7,1
143,32,8,1
143,32,9,1
143,32,14,1
143,32,15,1
143,33,3,1
143,33,4,1
143,33,5,1
143,33,7,1
143,33,12,1
143,33,13,1
143,33,14,1
143,33,15,1
143,33,16,1
143,33,17,1
143,34,2,1
143,34,3,1
143,34,4,1
143,34,6,1
143,34,8,1
143,34,9,1
143,34,10,1
143,34,11,1
143,34,12,1
143,34,13,1
143,34,18,1
143,35,5,1
143,35,7,1
143,35,8,1
143,35,9,1
143,35,17,1
143,35,18,1
143,35,19,1
143,36,6,1
143,36,12,1
143,36,13,1
143,36,14,1
143,37,3,1
143,37,5,1
143,37,6,1
143,37,7,2
143,37,8,2
143,37,9,1
143,37,10,1
143,37,11,1
143,37,12,1
143,37,13,1
143,38,2,1
143,38,3,1
143,38,4,2
143,38,5,1
143,38,6,2
143,38,7,1
143,38,8,1
143,38,9,1
143,38,16,1
143,38,17,1
143,38,18,1
143,39,3,1
143,39,4,1
143,39,5,1
143,39,7,1
143,39,9,1
143,39,12,1
143,39,13,1
143,39,14,1
143,39,15,1
143,39,16,1
143,39,17,2
143,39,18,1
143,39,19,1
143,39,20,1
143,40,4,2
143,40,5,2
143,40,6,2
143,40,8,1
143,40,10,1
143,40,11,1
143,40,12,1
143,40,13,1
143,40,18,1
143,40,19,1
143,41,3,1
143,41,4,1
143,41,5,1
143,41,7,1
143,41,10,1
143,41,11,1
143,41,16,1
143,41,17,1
143,41,18,1
143,41,19,1
143,41,20,1
143,41,21,1
143,42,6,1
143,42,7,1
143,42,8,1
143,42,9,1
143,42,12,1
143,42,13,1
143,42,14,1
143,42,15,1
143,42,16,1
143,42,17,1
143,42,22,1
143,43,11,1
143,43,12,1
143,43,13,1
143,43,21,1
143,43,22,1
143,43,23,1
143,44,4,1
143,44,5,1
143,44,6,1
143,44,10,1
143,44,16,1
143,44,17,1
143,44,18,1
143,45,3,1
143,45,4,1
143,45,5,2
143,45,6,1
143,45,7,1
143,45,9,1
143,45,12,1
143,45,15,1
143,45,16,1
143,45,17,1
143,46,6,1
143,46,7,1
143,46,8,1
143,46,11,1
143,46,14,1
143,46,15,1
143,46,16,1
143,46,17,1
143,46,18,1
143,46,19,1
143,46,20,1
143,46,21,1
143,46,22,1
143,47,5,1
143,47,6,1
143,47,7,1
143,47,8,2
143,47,10,1
143,47,13,2
143,47,14,1
143,47,15,1
143,47,16,2
143,47,17,2
143,47,18,2
143,47,19,1
143,47,20,1
143,47,21,2
143,47,22,1
143,47,23,1
143,47,24,1
143,48,4,1
143,48,5,1
143,48,6,1
143,48,7,2
143,48,8,1
143,48,9,2
143,48,12,1
143,48,14,1
143,48,15,1
143,48,16,1
143,48,17,1
143,48,22,1
143,48,23,1
143,49,5,1
143,49,6,1
143,49,11,1
143,49,14,1
143,49,15,1
143,49,20,1
143,49,21,1
143,49,22,1
143,49,23,1
143,49,24,1
143,49,25,1
143,50,4,1
143,50,6,1
143,50,10,1
143,50,13,1
143,50,16,1
143,50,17,1
143,50,18,1
143,50,19,1
143,50,20,1
143,50,21,1
143,50,26,1
143,51,5,1
143,51,6,1
143,51,7,1
143,51,8,1
143,51,9,1
143,51,12,1
143,51,15,1
143,51,16,1
143,51,17,1
143,51,25,1
143,51,26,1
143,51,27,1
143,52,5,1
143,52,6,1
143,52,8,1
143,52,11,1
143,52,14,1
143,52,20,1
143,52,21,1
143,52,22,1
143,53,5,1
143,53,7,1
143,53,9,1
143,53,10,1
143,53,11,1
143,53,12,1
143,53,13,2
143,53,14,1
143,53,15,1
143,53,16,2
143,53,17,1
143,53,18,1
143,53,19,1
143,53,20,1
143,53,21,1
143,54,6,1
143,54,8,1
143,54,9,1
143,54,10,2
143,54,11,2
143,54,12,2
143,54,13,1
143,54,14,1
143,54,15,2
143,54,16,1
143,54,17,1
143,54,24,1
143,54,25,1
143,55,7,1
143,55,11,1
143,55,12,1
143,55,14,1
143,55,17,1
143,55,20,1
143,55,21,1
143,55,22,1
143,55,23,1
143,55,24,1
143,56,9,1
143,56,10,2
143,56,11,1
143,56,12,1
143,56,13,2
143,56,16,1
143,56,18,1
143,56,19,1
143,56,20,1
143,56,21,1
143,57,7,1
143,57,8,2
143,57,9,2
143,57,10,1
143,57,11,1
143,57,12,1
143,57,15,1
143,57,18,1
143,57,19,1
143,58,6,1
143,58,7,1
143,58,8,1
143,58,14,1
143,58,17,1
143,58,20,1
143,58,21,1
143,59,10,1
143,59,11,1
143,59,12,1
143,59,13,1
143,59,16,1
143,59,19,1
143,59,20,1
143,60,7,1
143,60,8,1
143,60,9,2
143,60,10,1
143,60,11,2
143,60,12,2
143,60,13,1
143,60,14,1
143,60,15,1
143,60,18,1
143,61,4,1
143,61,6,2
143,61,7,2
143,61,8,1
143,61,9,1
143,61,10,1
143,61,11,2
143,61,12,1
143,61,13,1
143,61,14,1
143,61,17,1
143,62,2,1
143,62,3,1
143,62,4,1
143,62,5,3
143,62,6,2
143,62,7,1
143,62,8,3
143,62,9,1
143,62,10,3
143,62,11,2
143,62,12,2
143,62,13,2
143,62,14,1
143,62,15,2
143,62,16,2
143,62,17,1
143,63,1,1
143,63,2,1
143,63,3,2
143,63,4,1
143,63,5,1
143,63,6,2
143,63,7,3
143,63,8,2
143,63,9,3
143,63,10,2
143,63,11,3
143,63,12,1
143,63,13,1
143,63,14,1
143,63,15,2
143,63,16,2
143,64,2,1
143,64,4,1
143,64,5,1
143,64,6,1
143,64,7,2
143,64,8,3
143,64,9,1
143,64,10,2
143,64,14,2
143,64,15,1
143,65,3,2
143,65,4,1
143,65,5,1
143,65,6,1
143,65,7,2
143,65,8,1
143,65,9,2
143,65,10,1
143,65,11,2
143,65,12,2
143,65,13,2
143,65,14,1
143,66,2,1
143,66,3,1
143,66,4,1
143,66,6,1
143,66,7,2
143,66,8,1
143,66,10,2
143,66,11,2
143,66,12,2
143,67,5,2
143,67,6,2
143,67,7,1
143,67,8,1
143,67,9,2
143,67,10,1
143,67,11,2
143,67,12,1
143,68,4,1
143,68,5,1
143,68,6,1
143,68,7,2
143,68,8,2
143,68,9,1
143,68,10,2
143,68,11,2
143,69,3,1
143,69,4,1
143,69,5,1
143,69,6,2
143,69,7,1
143,69,8,2
143,69,9,2
143,69,10,1
143,70,2,1
143,70,3,1
143,70,4,2
143,70,5,2
143,70,6,1
143,70,7,2
143,70,8,1
143,70,9,1
143,71,3,1
143,71,4,1
143,71,5,1
143,71,6,2
143,71,7,1
143,72,4,1
143,72,5,1
143,72,6,1
144,0,0,1
144,0,1,1
144,0,2,1
144,0,3,1
144,0,4,1
144,0,5,1
144,0,6,1
144,0,7,1
144,0,8,1
144,0,9,1
144,0,10,1
144,0,11,1
144,0,12,1
144,0,13,1
144,0,14,1
144,0,15,1
144,0,16,1
144,0,17,1
144,0,18,1
144,0,19,1
144,0,20,1
144,0,21,1
144,0,22,1
144,0,23,1
144,0,24,1
144,0,25,1
144,0,26,1
144,0,27,1
144,1,1,1
144,2,2,1
144,3,1,1
144,3,2,1
144,3,3,1
144,6,2,1
144,7,1,1
144,7,2,1
144,7,3,1
144,7,4,1
144,8,2,1
144,8,3,1
144,9,3,1
144,9,4,1
144,9,5,1
144,10,6,1
144,11,5,1
144,11,6,1
144,11,7,1
144,14,2,1
144,14,3,1
144,14,4,1
144,14,5,1
144,14,6,1
144,15,1,1
144,15,2,1
144,15,3,1
144,15,4,1
144,15,5,2
144,15,6,1
144,15,7,1
144,15,8,1
144,16,2,1
144,16,6,1
144,16,7,1
144,17,3,1
144,17,4,1
144,17,5,1
144,17,6,1
144,17,7,1
144,17,8,1
144,17,9,1
144,18,2,1
144,18,3,1
144,18,4,2
144,18,5,1
144,18,10,1
144,19,3,1
144,19,9,1
144,19,10,1
144,19,11,1
144,20,4,1
144,20,5,1
144,20,6,1
144,21,3,1
144,21,5,1
144,22,4,1
144,22,8,1
144,22,9,1
144,22,10,1
144,23,4,1
144,23,5,1
144,23,6,1
144,23,7,1
144,23,8,1
144,23,9,2
144,23,10,1
144,23,11,1
144,23,12,1
144,24,5,1
144,24,10,1
144,24,11,1
144,25,8,1
144,25,9,1
144,25,10,1
144,25,11,1
144,25,12,1
144,25,13,1
144,26,6,1
144,26,7,1
144,26,8,1
144,26,9,1
144,26,14,1
144,27,13,1
144,27,14,1
144,27,15,1
144,28,8,1
144,28,9,1
144,28,10,1
144,29,7,1
144,29,8,1
144,29,9,1
144,30,2,1
144,30,3,1
144,30,4,1
144,30,5,1
144,30,6,1
144,30,7,1
144,30,8,1
144,30,9,1
144,30,10,1
144,30,11,1
144,30,12,1
144,30,13,1
144,30,14,1
144,31,1,1
144,31,2,1
144,31,3,2
144,31,4,1
144,31,5,2
144,31,6,1
144,31,7,1
144,31,8,2
144,31,9,2
144,31,10,2
144,31,11,1
144,31,12,1
144,31,13,2
144,31,14,1
144,31,15,1
144,31,16,1
144,32,2,1
144,32,4,1
144,32,6,1
144,32,7,1
144,32,8,1
144,32,9,1
144,32,14,1
144,32,15,1
144,33,3,1
144,33,4,1
144,33,5,1
144,33,7,1
144,33,12,1
144,33,13,1
144,33,14,1
144,33,15,1
144,33,16,1
144,33,17,1
144,34,2,1
144,34,3,1
144,34,4,1
144,34,6,1
144,34,8,1
144,34,9,1
144,34,10,1
144,34,11,1
144,34,12,1
144,34,13,1
144,34,18,1
144,35,5,1
144,35,7,1
144,35,8,1
144,35,9,1
144,35,17,1
144,35,18,1
144,35,19,1
144,36,6,1
144,36,12,1
144,36,13,1
144,36,14,1
144,37,3,1
144,37,5,1
144,37,6,1
144,37,7,2
144,37,8,2
144,37,9,1
144,37,10,1
144,37,11,1
144,37,12,1
144,37,13,1
144,38,2,1
144,38,3,1
144,38,4,2
144,38,5,1
144,38,6,2
144,38,7,1
144,38,8,1
144,38,9,1
144,38,16,1
144,38,17,1
144,38,18,1
144,39,3,1
144,39,4,1
144,39,5,1
144,39,7,1
144,39,9,1
144,39,12,1
144,39,13,1
144,39,14,1
144,39,15,1
144,39,16,1
144,39,17,2
144,39,18,1
144,39,19,1
144,39,20,1
144,40,4,2
144,40,5,2
144,40,6,2
144,40,8,1
144,40,10,1
144,40,11,1
144,40,12,1
144,40,13,1
144,40,18,1
144,40,19,1
144,41,3,1
144,41,4,1
144,41,5,1
144,41,7,1
144,41,10,1
144,41,11,1
144,41,16,1
144,41,17,1
144,41,18,1
144,41,19,1
144,41,20,1
144,41,21,1
144,42,6,1
144,42,7,1
144,42,8,1
144,42,9,1
144,42,12,1
144,42,13,1
144,42,14,1
144,42,15,1
144,42,16,1
144,42,17,1
144,42,22,1
144,43,11,1
144,43,12,1
144,43,13,1
144,43,21,1
144,43,22,1
144,43,23,1
144,44,4,1
144,44,5,1
144,44,6,1
144,44,10,1
144,44,16,1
144,44,17,1
144,44,18,1
144,45,3,1
144,45,4,1
144,45,5,2
144,45,6,1
144,45,7,1
144,45,9,1
144,45,12,1
144,45,15,1
144,45,16,1
144,45,17,1
144,46,6,1
144,46,7,1
144,46,8,1
144,46,11,1
144,46,14,1
144,46,15,1
144,46,16,1
144,46,17,1
144,46,18,1
144,46,19,1
144,46,20,1
144,46,21,1
144,46,22,1
144,47,5,1
144,47,6,1
144,47,7,1
144,47,8,2
144,47,10,1
144,47,13,2
144,47,14,1
144,47,15,1
144,47,16,2
144,47,17,2
144,47,18,2
144,47,19,1
144,47,20,1
144,47,21,2
144,47,22,1
144,47,23,1
144,47,24,1
144,48,4,1
144,48,5,1
144,48,6,1
144,48,7,2
144,48,8,1
144,48,9,2
144,48,12,1
144,48,14,1
144,48,15,1
144,48,16,1
144,48,17,1
144,48,22,1
144,48,23,1
144,49,5,1
144,49,6,1
144,49,11,1
144,49,14,1
144,49,15,1
144,49,20,1
144,49,21,1
144,49,22,1
144,49,23,1
144,49,24,1
144,49,25,1
144,50,4,1
144,50,6,1
144,50,10,1
144,50,13,1
144,50,16,1
144,50,17,1
144,50,18,1
144,50,19,1
144,50,20,1
144,50,21,1
144,50,26,1
144,51,5,1
144,51,6,1
144,51,7,1
144,51,8,1
144,51,9,1
144,51,12,1
144,51,15,1
144,51,16,1
144,51,17,1
144,51,25,1
144,51,26,1
144,51,27,1
144,52,5,1
144,52,6,1
144,52,8,1
144,52,11,1
144,52,14,1
144,52,20,1
144,52,21,1
144,52,22,1
144,53,5,1
144,53,7,1
144,53,9,1
144,53,10,1
144,53,11,1
144,53,12,1
144,53,13,2
144,53,14,1
144,53,15,1
144,53,16,2
144,53,17,1
144,53,18,1
144,53,19,1
144,53,20,1
144,53,21,1
144,54,6,1
144,54,8,1
144,54,9,1
144,54,10,2
144,54,11,2
144,54,12,2
144,54,13,1
144,54,14,1
144,54,15,2
144,54,16,1
144,54,17,1
144,54,24,1
144,54,25,1
144,55,7,1
144,55,11,1
144,55,12,1
144,55,14,1
144,55,17,1
144,55,20,1
144,55,21,1
144,55,22,1
144,55,23,1
144,55,24,1
144,56,9,1
144,56,10,2
144,56,11,1
144,56,12,1
144,56,13,2
144,56,16,1
144,56,18,1
144,56,19,1
144,56,20,1
144,56,21,1
144,57,7,1
144,57,8,2
144,57,9,2
144,57,10,1
144,57,11,1
144,57,12,1
144,57,15,1
144,57,18,1
144,57,19,1
144,58,6,1
144,58,7,1
144,58,8,1
144,58,14,1
144,58,17,1
144,58,20,1
144,58,21,1
144,59,10,1
144,59,11,1
144,59,12,1
144,59,13,1
144,59,16,1
144,59,19,1
144,59,20,1
144,60,7,1
144,60,8,1
144,60,9,2
144,60,10,1
144,60,11,2
144,60,12,2
144,60,13,1
144,60,14,1
144,60,15,1
144,60,18,1
144,61,4,1
144,61,6,2
144,61,7,2
144,61,8,1
144,61,9,1
144,61,10,1
144,61,11,2
144,61,12,1
144,61,13,1
144,61,14,1
144,61,17,1
144,62,2,1
144,62,3,1
144,62,4,1
144,62,5,3
144,62,6,2
144,62,7,1
144,62,8,3
144,62,9,1
144,62,10,3
144,62,11,2
144,62,12,2
144,62,13,2
144,62,14,1
144,62,15,2
144,62,16,2
144,62,17,1
144,63,1,1
144,63,2,1
144,63,3,2
144,63,4,1
144,63,5,1
144,63,6,2
144,63,7,3
144,63,8,2
144,63,9,3
144,63,10,2
144,63,11,3
144,63,12,1
144,63,13,1
144,63,14,1
144,63,15,2
144,63,16,2
144,64,2,1
144,64,4,1
144,64,5,1
144,64,6,1
144,64,7,2
144,64,8,3
144,64,9,1
144,64,10,2
144,64,14,2
144,64,15,1
144,65,3,2
144,65,4,1
144,65,5,1
144,65,6,1
144,65,7,2
144,65,8,1
144,65,9,2
144,65,10,1
144,65,11,2
144,65,12,2
144,65,13,2
144,65,14,1
144,66,2,1
144,66,3,1
144,66,4,1
144,66,6,1
144,66,7,2
144,66,8,1
144,66,10,2
144,66,11,2
144,66,12,2
144,67,5,2
144,67,6,2
144,67,7,1
144,67,8,1
144,67,9,2
144,67,10,1
144,67,11,2
144,67,12,1
144,68,4,1
144,68,5,1
144,68,6,1
144,68,7,2
144,68,8,2
144,68,9,1
144,68,10,2
144,68,11,2
144,69,3,1
144,69,4,1
144,69,5,1
144,69,6,2
144,69,7,1
144,69,8,2
144,69,9,2
144,69,10,1
144,70,2,1
144,70,3,1
144,70,4,2
144,70,5,2
144,70,6,1
144,70,7,2
144,70,8,1
144,70,9,1
144,71,3,1
144,71,4,1
144,71,5,1
144,71,6,2
144,71,7,1
144,72,4,1
144,72,5,1
144,72,6,1
145,0,0,1
145,0,1,1
145,0,2,1
145,0,3,1
145,0,4,1
145,0,5,1
145,0,6,1
145,0,7,1
145,0,8,1
145,0,9,1
145,0,10,1
145,0,11,1
145,0,12,1
145,0,13,1
145,0,14,1
145,0,15,1
145,0,16,1
145,0,17,1
145,0,18,1
145,0,19,1
145,0,20,1
145,0,21,1
145,0,22,1
145,0,23,1
145,0,24,1
145,0,25,1
145,0,26,1
145,0,27,1
145,1,1,1
145,2,2,1
145,3,1,1
145,3,2,1
145,3,3,1
145,6,2,1
145,7,1,1
145,7,2,1
145,7,3,1
145,7,4,1
145,8,2,1
145,8,3,1
145,9,3,1
145,9,4,1
145,9,5,1
145,10,6,1
145,11,5,1
145,11,6,1
145,11,7,1
145,14,2,1
145,14,3,1
145,14,4,1
145,14,5,1
145,14,6,1
145,15,1,1
145,15,2,1
145,15,3,1
145,15,4,1
145,15,5,2
145,15,6,1
145,15,7,1
145,15,8,1
145,16,2,1
145,16,6,1
145,16,7,1
145,17,3,1
145,17,4,1
145,17,5,1
145,17,6,1
145,17,7,1
145,17,8,1
145,17,9,1
145,18,2,1
145,18,3,1
145,18,4,2
145,18,5,1
145,18,10,1
145,19,3,1
145,19,9,1
145,19,10,1
145,19,11,1
145,20,4,1
145,20,5,1
145,20,6,1
145,21,3,1
145,21,5,1
145,22,4,1
145,22,8,1
145,22,9,1
145,22,10,1
145,23,4,1
145,23,5,1
145,23,6,1
145,23,7,1
145,23,8,1
145,23,9,2
145,23,10,1
145,23,11,1
145,23,12,1
145,24,5,1
145,24,10,1
145,24,11,1
145,25,8,1
145,25,9,1
145,25,10,1
145,25,11,1
145,25,12,1
145,25,13,1
145,26,6,1
145,26,7,1
145,26,8,1
145,26,9,1
145,26,14,1
145,27,13,1
145,27,14,1
145,27,15,1
145,28,8,1
145,28,9,1
145,28,10,1
145,29,7,1
145,29,8,1
145,29,9,1
145,30,2,1
145,30,3,1
145,30,4,1
145,30,5,1
145,30,6,1
145,30,7,1
145,30,8,1
145,30,9,1
145,30,10,1
145,30,11,1
145,30,12,1
145,30,13,1
145,30,14,1
145,31,1,1
145,31,2,1
145,31,3,2
145,31,4,1
145,31,5,2
145,31,6,1
145,31,7,1
145,31,8,2
145,31,9,2
145,31,10,2
145,31,11,1
145,31,12,1
145,31,13,2
145,31,14,1
145,31,15,1
145,31,16,1
145,32,2,1
145,32,4,1
145,32,6,1
145,32,7,1
145,32,8,1
145,32,9,1
145,32,14,1
145,32,15,1
145,33,3,1
145,33,4,1
145,33,5,1
145,33,7,1
145,33,12,1
145,33,13,1
145,33,14,1
145,33,15,1
145,33,16,1
145,33,17,1
145,34,2,1
145,34,3,1
145,34,4,1
145,34,6,1
145,34,8,1
145,34,9,1
145,34,10,1
145,34,11,1
145,34,12,1
145,34,13,1
145,34,18,1
145,35,5,1
145,35,7,1
145,35,8,1
145,35,9,1
145,35,17,1
145,35,18,1
145,35,19,1
145,36,6,1
145,36,12,1
145,36,13,1
145,36,14,1
145,37,3,1
145,37,5,1
145,37,6,1
145,37,7,2
145,37,8,2
145,37,9,1
145,37,10,1
145,37,11,1
145,37,12,1
145,37,13,1
145,38,2,1
145,38,3,1
145,38,4,2
145,38,5,1
145,38,6,2
145,38,7,1
145,38,8,1
145,38,9,1
145,38,16,1
145,38,17,1
145,38,18,1
145,39,3,1
145,39,4,1
145,39,5,1
145,39,7,1
145,39,9,1
145,39,12,1
145,39,13,1
145,39,14,1
145,39,15,1
145,39,16,1
145,39,17,2
145,39,18,1
145,39,19,1
145,39,20,1
145,40,4,2
145,40,5,2
145,40,6,2
145,40,8,1
145,40,10,1
145,40,11,1
145,40,12,1
145,40,13,1
145,40,18,1
145,40,19,1
145,41,3,1
145,41,4,1
145,41,5,1
145,41,7,1
145,41,10,1
145,41,11,1
145,41,16,1
145,41,17,1
145,41,18,1
145,41,19,1
145,41,20,1
145,41,21,1
145,42,6,1
145,42,7,1
145,42,8,1
145,42,9,1
145,42,12,1
145,42,13,1
145,42,14,1
145,42,15,1
145,42,16,1
145,42,17,1
145,42,22,1
145,43,11,1
145,43,12,1
145,43,13,1
145,43,21,1
145,43,22,1
145,43,23,1
145,44,4,1
145,44,5,1
145,44,6,1
145,44,10,1
145,44,16,1
145,44,17,1
145,44,18,1
145,45,3,1
145,45,4,1
145,45,5,2
145,45,6,1
145,45,7,1
145,45,9,1
145,45,12,1
145,45,15,1
145,45,16,1
145,45,17,1
145,46,6,1
145,46,7,1
145,46,8,1
145,46,11,1
145,46,14,1
145,46,15,1
145,46,16,1
145,46,17,1
145,46,18,1
145,46,19,1
145,46,20,1
145,46,21,1
145,46,22,1
145,47,5,1
145,47,6,1
145,47,7,1
145,47,8,2
145,47,10,1
145,47,13,2
145,47,14,1
145,47,15,1
145,47,16,2
145,47,17,2
145,47,18,2
145,47,19,1
145,47,20,1
145,47,21,2
145,47,22,1
145,47,23,1
145,47,24,1
145,48,4,1
145,48,5,1
145,48,6,1
145,48,7,2
145,48,8,1
145,48,9,2
145,48,12,1
145,48,14,1
145,48,15,1
145,48,16,1
145,48,17,1
145,48,22,1
145,48,23,1
145,49,5,1
145,49,6,1
145,49,11,1
145,49,14,1
145,49,15,1
145,49,20,1
145,49,21,1
145,49,22,1
145,49,23,1
145,49,24,1
145,49,25,1
145,50,4,1
145,50,6,1
145,50,10,1
145,50,13,1
145,50,16,1
145,50,17,1
145,50,18,1
145,50,19,1
145,50,20,1
145,50,21,1
145,50,26,1
145,51,5,1
145,51,6,1
145,51,7,1
145,51,8,1
145,51,9,1
145,51,12,1
145,51,15,1
145,51,16,1
145,51,17,1
145,51,25,1
145,51,26,1
145,51,27,1
145,52,5,1
145,52,6,1
145,52,8,1
145,52,11,1
145,52,14,1
145,52,20,1
145,52,21,1
145,52,22,1
145,53,5,1
145,53,7,1
145,53,9,1
145,53,10,1
145,53,11,1
145,53,12,1
145,53,13,2
145,53,14,1
145,53,15,1
145,53,16,2
145,53,17,1
145,53,18,1
145,53,19,1
145,53,20,1
145,53,21,1
145,54,6,1
145,54,8,1
145,54,9,1
145,54,10,2
145,54,11,2
145,54,12,2
145,54,13,1
145,54,14,1
145,54,15,2
145,54,16,1
145,54,17,1
145,54,24,1
145,54,25,1
145,55,7,1
145,55,11,1
145,55,12,1
145,55,14,1
145,55,17,1
145,55,20,1
145,55,21,1
145,55,22,1
145,55,23,1
145,55,24,1
145,56,9,1
145,56,10,2
145,56,11,1
145,56,12,1
145,56,13,2
145,56,16,1
145,56,18,1
145,56,19,1
145,56,20,1
145,56,21,1
145,57,7,1
145,57,8,2
145,57,9,2
145,57,10,1
145,57,11,1
145,57,12,1
145,57,15,1
145,57,18,1
145,57,19,1
145,58,6,1
145,58,7,1
145,58,8,1
145,58,14,1
145,58,17,1
145,58,20,1
145,58,21,1
145,59,10,1
145,59,11,1
145,59,12,1
145,59,13,1
145,59,16,1
145,59,19,1
145,59,20,1
145,60,7,1
145,60,8,1
145,60,9,2
145,60,10,1
145,60,11,2
145,60,12,2
145,60,13,1
145,60,14,1
145,60,15,1
145,60,18,1
145,61,4,1
145,61,6,2
145,61,7,2
145,61,8,1
145,61,9,1
145,61,10,1
145,61,11,2
145,61,12,1
145,61,13,1
145,61,14,1
145,61,17,1
145,62,2,1
145,62,3,1
145,62,4,1
145,62,5,3
145,62,6,2
145,62,7,1
145,62,8,3
