name,n,stem,Adams filtration,shift,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target,E,H,P,C2,label,angle,drinfo,drtarget,nulldif,XX
70_42_6,70,42,6,0,0,,70_42_7,,,,70_45_7,,,71_42_6,,,,12 12 9 3 3 3,,,,,XX
70_44_4,70,44,4,0,0,,70_44_5,,70_45_5_0,,70_47_5,,70_51_5,71_44_4,,,,13 13 11 7,,,,,XX
70_45_3,70,45,3,0,0,,70_45_4,,,,,,,71_45_3,,,,15 15 15,,,,,XX
71_33_15,71,33,15,0,0,,,,,,,,,72_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
71_36_12,71,36,12,0,0,,71_36_13,,71_37_13,,71_39_13,,,72_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
71_37_11,71,37,11,0,0,,71_37_12,,,,71_40_12,,,72_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,71_36_13,,XX
71_39_9,71,39,9,0,0,,,,71_40_10,,,,,72_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
71_40_8,71,40,8,0,0,,,,,,,,,72_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
71_41_7,71,41,7,0,0,,,,71_42_8,,,,,72_41_7,,,,11 12 4 5 3 3 3,,,,,XX
71_42_6,71,42,6,0,0,,71_42_7,,,,71_45_7,,,72_42_6,,,,12 12 9 3 3 3,,,,,XX
71_44_4,71,44,4,0,0,,71_44_5,,71_45_5_0,,71_47_5,,71_51_5,72_44_4,,,,13 13 11 7,,,,,XX
71_45_3,71,45,3,0,0,,71_45_4,,,,,,,72_45_3,,,,15 15 15,,,,,XX
72_33_15,72,33,15,0,0,,,,,,,,,73_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
72_36_12,72,36,12,0,0,,72_36_13,,72_37_13,,72_39_13,,,73_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
72_37_11,72,37,11,0,0,,72_37_12,,,,72_40_12,,,73_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,72_36_13,,XX
72_39_9,72,39,9,0,0,,,,72_40_10,,,,,73_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
72_40_8,72,40,8,0,0,,,,,,,,,73_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
72_41_7,72,41,7,0,0,,,,72_42_8,,,,,73_41_7,,,,11 12 4 5 3 3 3,,,,,XX
72_42_6,72,42,6,0,0,,72_42_7,,,,72_45_7,,,73_42_6,,,,12 12 9 3 3 3,,,,,XX
72_44_4,72,44,4,0,0,,72_44_5,,72_45_5_0,,72_47_5,,72_51_5,73_44_4,,,,13 13 11 7,,,,,XX
72_45_3,72,45,3,0,0,,72_45_4,,,,,,,73_45_3,,,,15 15 15,,,,,XX
73_33_15,73,33,15,0,0,,,,,,,,,74_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
73_36_12,73,36,12,0,0,,73_36_13,,73_37_13,,73_39_13,,,74_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
73_37_11,73,37,11,0,0,,73_37_12,,,,73_40_12,,,74_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,73_36_13,,XX
73_39_9,73,39,9,0,0,,,,73_40_10,,,,,74_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
73_40_8,73,40,8,0,0,,,,,,,,,74_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
73_41_7,73,41,7,0,0,,,,73_42_8,,,,,74_41_7,,,,11 12 4 5 3 3 3,,,,,XX
73_42_6,73,42,6,0,0,,73_42_7,,,,73_45_7,,,74_42_6,,,,12 12 9 3 3 3,,,,,XX
73_44_4,73,44,4,0,0,,73_44_5,,73_45_5_0,,73_47_5,,73_51_5,74_44_4,,,,13 13 11 7,,,,,XX
73_45_3,73,45,3,0,0,,73_45_4,,,,,,,74_45_3,,,,15 15 15,,,,,XX
74_33_15,74,33,15,0,0,,,,,,,,,75_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
74_36_12,74,36,12,0,0,,74_36_13,,74_37_13,,74_39_13,,,75_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
74_37_11,74,37,11,0,0,,74_37_12,,,,74_40_12,,,75_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,74_36_13,,XX
74_39_9,74,39,9,0,0,,,,74_40_10,,,,,75_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
74_40_8,74,40,8,0,0,,,,,,,,,75_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
74_41_7,74,41,7,0,0,,,,74_42_8,,,,,75_41_7,,,,11 12 4 5 3 3 3,,,,,XX
74_42_6,74,42,6,0,0,,74_42_7,,,,74_45_7,,,75_42_6,,,,12 12 9 3 3 3,,,,,XX
74_44_4,74,44,4,0,0,,74_44_5,,74_45_5_0,,74_47_5,,74_51_5,75_44_4,,,,13 13 11 7,,,,,XX
74_45_3,74,45,3,0,0,,74_45_4,,,,,,,75_45_3,,,,15 15 15,,,,,XX
75_33_15,75,33,15,0,0,,,,,,,,,76_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
75_36_12,75,36,12,0,0,,75_36_13,,75_37_13,,75_39_13,,,76_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
75_37_11,75,37,11,0,0,,75_37_12,,,,75_40_12,,,76_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,75_36_13,,XX
75_39_9,75,39,9,0,0,,,,75_40_10,,,,,76_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
75_40_8,75,40,8,0,0,,,,,,,,,76_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
75_41_7,75,41,7,0,0,,,,75_42_8,,,,,76_41_7,,,,11 12 4 5 3 3 3,,,,,XX
75_42_6,75,42,6,0,0,,75_42_7,,,,75_45_7,,,76_42_6,,,,12 12 9 3 3 3,,,,,XX
75_44_4,75,44,4,0,0,,75_44_5,,75_45_5_0,,75_47_5,,75_51_5,76_44_4,,,,13 13 11 7,,,,,XX
75_45_3,75,45,3,0,0,,75_45_4,,,,,,,76_45_3,,,,15 15 15,,,,,XX
76_33_15,76,33,15,0,0,,,,,,,,,77_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
76_36_12,76,36,12,0,0,,76_36_13,,76_37_13,,76_39_13,,,77_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
76_37_11,76,37,11,0,0,,76_37_12,,,,76_40_12,,,77_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,76_36_13,,XX
76_39_9,76,39,9,0,0,,,,76_40_10,,,,,77_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
76_40_8,76,40,8,0,0,,,,,,,,,77_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
76_41_7,76,41,7,0,0,,,,76_42_8,,,,,77_41_7,,,,11 12 4 5 3 3 3,,,,,XX
76_42_6,76,42,6,0,0,,76_42_7,,,,76_45_7,,,77_42_6,,,,12 12 9 3 3 3,,,,,XX
76_44_4,76,44,4,0,0,,76_44_5,,76_45_5_0,,76_47_5,,76_51_5,77_44_4,,,,13 13 11 7,,,,,XX
76_45_3,76,45,3,0,0,,76_45_4,,,,,,,77_45_3,,,,15 15 15,,,,,XX
77_33_15,77,33,15,0,0,,,,,,,,,78_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
77_36_12,77,36,12,0,0,,77_36_13,,77_37_13,,77_39_13,,,78_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
77_37_11,77,37,11,0,0,,77_37_12,,,,77_40_12,,,78_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,77_36_13,,XX
77_39_9,77,39,9,0,0,,,,77_40_10,,,,,78_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
77_40_8,77,40,8,0,0,,,,,,,,,78_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
77_41_7,77,41,7,0,0,,,,77_42_8,,,,,78_41_7,,,,11 12 4 5 3 3 3,,,,,XX
77_42_6,77,42,6,0,0,,77_42_7,,,,77_45_7,,,78_42_6,,,,12 12 9 3 3 3,,,,,XX
77_44_4,77,44,4,0,0,,77_44_5,,77_45_5_0,,77_47_5,,77_51_5,78_44_4,,,,13 13 11 7,,,,,XX
77_45_3,77,45,3,0,0,,77_45_4,,,,,,,78_45_3,,,,15 15 15,,,,,XX
78_33_15,78,33,15,0,0,,,,,,,,,79_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
78_36_12,78,36,12,0,0,,78_36_13,,78_37_13,,78_39_13,,,79_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
78_37_11,78,37,11,0,0,,78_37_12,,,,78_40_12,,,79_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,78_36_13,,XX
78_39_9,78,39,9,0,0,,,,78_40_10,,,,,79_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
78_40_8,78,40,8,0,0,,,,,,,,,79_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
78_41_7,78,41,7,0,0,,,,78_42_8,,,,,79_41_7,,,,11 12 4 5 3 3 3,,,,,XX
78_42_6,78,42,6,0,0,,78_42_7,,,,78_45_7,,,79_42_6,,,,12 12 9 3 3 3,,,,,XX
78_44_4,78,44,4,0,0,,78_44_5,,78_45_5_0,,78_47_5,,78_51_5,79_44_4,,,,13 13 11 7,,,,,XX
78_45_3,78,45,3,0,0,,78_45_4,,,,,,,79_45_3,,,,15 15 15,,,,,XX
79_33_15,79,33,15,0,0,,,,,,,,,80_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
79_36_12,79,36,12,0,0,,79_36_13,,79_37_13,,79_39_13,,,80_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
79_37_11,79,37,11,0,0,,79_37_12,,,,79_40_12,,,80_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,79_36_13,,XX
79_39_9,79,39,9,0,0,,,,79_40_10,,,,,80_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
79_40_8,79,40,8,0,0,,,,,,,,,80_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
79_41_7,79,41,7,0,0,,,,79_42_8,,,,,80_41_7,,,,11 12 4 5 3 3 3,,,,,XX
79_42_6,79,42,6,0,0,,79_42_7,,,,79_45_7,,,80_42_6,,,,12 12 9 3 3 3,,,,,XX
79_44_4,79,44,4,0,0,,79_44_5,,79_45_5_0,,79_47_5,,79_51_5,80_44_4,,,,13 13 11 7,,,,,XX
79_45_3,79,45,3,0,0,,79_45_4,,,,,,,80_45_3,,,,15 15 15,,,,,XX
80_33_15,80,33,15,0,0,,,,,,,,,81_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
80_36_12,80,36,12,0,0,,,,,,,,,81_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
80_37_11,80,37,11,0,0,,,,,,,,,81_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,80_36_13,,XX
80_39_9,80,39,9,0,0,,,,,,,,,81_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
80_40_8,80,40,8,0,0,,,,,,,,,81_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
80_41_7,80,41,7,0,0,,,,,,,,,81_41_7,,,,11 12 4 5 3 3 3,,,,,XX
80_42_6,80,42,6,0,0,,,,,,,,,81_42_6,,,,12 12 9 3 3 3,,,,,XX
80_44_4,80,44,4,0,0,,,,,,,,,81_44_4,,,,13 13 11 7,,,,,XX
80_45_3,80,45,3,0,0,,,,,,,,,81_45_3,,,,15 15 15,,,,,XX
81_33_15,81,33,15,0,0,,,,,,,,,82_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
81_36_12,81,36,12,0,0,,,,,,,,,82_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
81_37_11,81,37,11,0,0,,,,,,,,,82_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,81_36_13,,XX
81_39_9,81,39,9,0,0,,,,,,,,,82_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
81_40_8,81,40,8,0,0,,,,,,,,,82_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
81_41_7,81,41,7,0,0,,,,,,,,,82_41_7,,,,11 12 4 5 3 3 3,,,,,XX
81_42_6,81,42,6,0,0,,,,,,,,,82_42_6,,,,12 12 9 3 3 3,,,,,XX
81_44_4,81,44,4,0,0,,,,,,,,,82_44_4,,,,13 13 11 7,,,,,XX
81_45_3,81,45,3,0,0,,,,,,,,,82_45_3,,,,15 15 15,,,,,XX
82_33_15,82,33,15,0,0,,,,,,,,,83_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
82_36_12,82,36,12,0,0,,,,,,,,,83_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
82_37_11,82,37,11,0,0,,,,,,,,,83_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,82_36_13,,XX
82_39_9,82,39,9,0,0,,,,,,,,,83_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
82_40_8,82,40,8,0,0,,,,,,,,,83_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
82_41_7,82,41,7,0,0,,,,,,,,,83_41_7,,,,11 12 4 5 3 3 3,,,,,XX
82_42_6,82,42,6,0,0,,,,,,,,,83_42_6,,,,12 12 9 3 3 3,,,,,XX
82_44_4,82,44,4,0,0,,,,,,,,,83_44_4,,,,13 13 11 7,,,,,XX
82_45_3,82,45,3,0,0,,,,,,,,,83_45_3,,,,15 15 15,,,,,XX
83_33_15,83,33,15,0,0,,,,,,,,,84_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
83_36_12,83,36,12,0,0,,,,,,,,,84_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
83_37_11,83,37,11,0,0,,,,,,,,,84_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,83_36_13,,XX
83_39_9,83,39,9,0,0,,,,,,,,,84_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
83_40_8,83,40,8,0,0,,,,,,,,,84_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
83_41_7,83,41,7,0,0,,,,,,,,,84_41_7,,,,11 12 4 5 3 3 3,,,,,XX
83_42_6,83,42,6,0,0,,,,,,,,,84_42_6,,,,12 12 9 3 3 3,,,,,XX
83_44_4,83,44,4,0,0,,,,,,,,,84_44_4,,,,13 13 11 7,,,,,XX
83_45_3,83,45,3,0,0,,,,,,,,,84_45_3,,,,15 15 15,,,,,XX
84_33_15,84,33,15,0,0,,,,,,,,,85_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
84_36_12,84,36,12,0,0,,,,,,,,,85_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
84_37_11,84,37,11,0,0,,,,,,,,,85_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,84_36_13,,XX
84_39_9,84,39,9,0,0,,,,,,,,,85_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
84_40_8,84,40,8,0,0,,,,,,,,,85_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
84_41_7,84,41,7,0,0,,,,,,,,,85_41_7,,,,11 12 4 5 3 3 3,,,,,XX
84_42_6,84,42,6,0,0,,,,,,,,,85_42_6,,,,12 12 9 3 3 3,,,,,XX
84_44_4,84,44,4,0,0,,,,,,,,,85_44_4,,,,13 13 11 7,,,,,XX
84_45_3,84,45,3,0,0,,,,,,,,,85_45_3,,,,15 15 15,,,,,XX
85_33_15,85,33,15,0,0,,,,,,,,,86_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
85_36_12,85,36,12,0,0,,,,,,,,,86_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
85_37_11,85,37,11,0,0,,,,,,,,,86_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,85_36_13,,XX
85_39_9,85,39,9,0,0,,,,,,,,,86_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
85_40_8,85,40,8,0,0,,,,,,,,,86_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
85_41_7,85,41,7,0,0,,,,,,,,,86_41_7,,,,11 12 4 5 3 3 3,,,,,XX
85_42_6,85,42,6,0,0,,,,,,,,,86_42_6,,,,12 12 9 3 3 3,,,,,XX
85_44_4,85,44,4,0,0,,,,,,,,,86_44_4,,,,13 13 11 7,,,,,XX
85_45_3,85,45,3,0,0,,,,,,,,,86_45_3,,,,15 15 15,,,,,XX
86_33_15,86,33,15,0,0,,,,,,,,,87_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
86_36_12,86,36,12,0,0,,,,,,,,,87_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
86_37_11,86,37,11,0,0,,,,,,,,,87_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,86_36_13,,XX
86_39_9,86,39,9,0,0,,,,,,,,,87_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
86_40_8,86,40,8,0,0,,,,,,,,,87_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
86_41_7,86,41,7,0,0,,,,,,,,,87_41_7,,,,11 12 4 5 3 3 3,,,,,XX
86_42_6,86,42,6,0,0,,,,,,,,,87_42_6,,,,12 12 9 3 3 3,,,,,XX
86_44_4,86,44,4,0,0,,,,,,,,,87_44_4,,,,13 13 11 7,,,,,XX
86_45_3,86,45,3,0,0,,,,,,,,,87_45_3,,,,15 15 15,,,,,XX
87_33_15,87,33,15,0,0,,,,,,,,,88_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
87_36_12,87,36,12,0,0,,,,,,,,,88_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
87_37_11,87,37,11,0,0,,,,,,,,,88_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,87_36_13,,XX
87_39_9,87,39,9,0,0,,,,,,,,,88_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
87_40_8,87,40,8,0,0,,,,,,,,,88_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
87_41_7,87,41,7,0,0,,,,,,,,,88_41_7,,,,11 12 4 5 3 3 3,,,,,XX
87_42_6,87,42,6,0,0,,,,,,,,,88_42_6,,,,12 12 9 3 3 3,,,,,XX
87_44_4,87,44,4,0,0,,,,,,,,,88_44_4,,,,13 13 11 7,,,,,XX
87_45_3,87,45,3,0,0,,,,,,,,,88_45_3,,,,15 15 15,,,,,XX
88_33_15,88,33,15,0,0,,,,,,,,,89_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
88_36_12,88,36,12,0,0,,,,,,,,,89_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
88_37_11,88,37,11,0,0,,,,,,,,,89_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,88_36_13,,XX
88_39_9,88,39,9,0,0,,,,,,,,,89_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
88_40_8,88,40,8,0,0,,,,,,,,,89_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
88_41_7,88,41,7,0,0,,,,,,,,,89_41_7,,,,11 12 4 5 3 3 3,,,,,XX
88_42_6,88,42,6,0,0,,,,,,,,,89_42_6,,,,12 12 9 3 3 3,,,,,XX
88_44_4,88,44,4,0,0,,,,,,,,,89_44_4,,,,13 13 11 7,,,,,XX
88_45_3,88,45,3,0,0,,,,,,,,,89_45_3,,,,15 15 15,,,,,XX
89_33_15,89,33,15,0,0,,,,,,,,,90_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
89_36_12,89,36,12,0,0,,,,,,,,,90_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
89_37_11,89,37,11,0,0,,,,,,,,,90_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,89_36_13,,XX
89_39_9,89,39,9,0,0,,,,,,,,,90_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
89_40_8,89,40,8,0,0,,,,,,,,,90_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
89_41_7,89,41,7,0,0,,,,,,,,,90_41_7,,,,11 12 4 5 3 3 3,,,,,XX
89_42_6,89,42,6,0,0,,,,,,,,,90_42_6,,,,12 12 9 3 3 3,,,,,XX
89_44_4,89,44,4,0,0,,,,,,,,,90_44_4,,,,13 13 11 7,,,,,XX
89_45_3,89,45,3,0,0,,,,,,,,,90_45_3,,,,15 15 15,,,,,XX
90_33_15,90,33,15,0,0,,,,,,,,,91_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
90_36_12,90,36,12,0,0,,,,,,,,,91_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
90_37_11,90,37,11,0,0,,,,,,,,,91_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,90_36_13,,XX
90_39_9,90,39,9,0,0,,,,,,,,,91_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
90_40_8,90,40,8,0,0,,,,,,,,,91_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
90_41_7,90,41,7,0,0,,,,,,,,,91_41_7,,,,11 12 4 5 3 3 3,,,,,XX
90_42_6,90,42,6,0,0,,,,,,,,,91_42_6,,,,12 12 9 3 3 3,,,,,XX
90_44_4,90,44,4,0,0,,,,,,,,,91_44_4,,,,13 13 11 7,,,,,XX
90_45_3,90,45,3,0,0,,,,,,,,,91_45_3,,,,15 15 15,,,,,XX
91_33_15,91,33,15,0,0,,,,,,,,,92_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
91_36_12,91,36,12,0,0,,,,,,,,,92_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
91_37_11,91,37,11,0,0,,,,,,,,,92_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,91_36_13,,XX
91_39_9,91,39,9,0,0,,,,,,,,,92_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
91_40_8,91,40,8,0,0,,,,,,,,,92_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
91_41_7,91,41,7,0,0,,,,,,,,,92_41_7,,,,11 12 4 5 3 3 3,,,,,XX
91_42_6,91,42,6,0,0,,,,,,,,,92_42_6,,,,12 12 9 3 3 3,,,,,XX
91_44_4,91,44,4,0,0,,,,,,,,,92_44_4,,,,13 13 11 7,,,,,XX
91_45_3,91,45,3,0,0,,,,,,,,,92_45_3,,,,15 15 15,,,,,XX
92_33_15,92,33,15,0,0,,,,,,,,,93_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
92_36_12,92,36,12,0,0,,,,,,,,,93_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
92_37_11,92,37,11,0,0,,,,,,,,,93_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,92_36_13,,XX
92_39_9,92,39,9,0,0,,,,,,,,,93_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
92_40_8,92,40,8,0,0,,,,,,,,,93_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
92_41_7,92,41,7,0,0,,,,,,,,,93_41_7,,,,11 12 4 5 3 3 3,,,,,XX
92_42_6,92,42,6,0,0,,,,,,,,,93_42_6,,,,12 12 9 3 3 3,,,,,XX
92_44_4,92,44,4,0,0,,,,,,,,,93_44_4,,,,13 13 11 7,,,,,XX
92_45_3,92,45,3,0,0,,,,,,,,,93_45_3,,,,15 15 15,,,,,XX
93_33_15,93,33,15,0,0,,,,,,,,,94_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
93_36_12,93,36,12,0,0,,,,,,,,,94_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
93_37_11,93,37,11,0,0,,,,,,,,,94_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,93_36_13,,XX
93_39_9,93,39,9,0,0,,,,,,,,,94_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
93_40_8,93,40,8,0,0,,,,,,,,,94_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
93_41_7,93,41,7,0,0,,,,,,,,,94_41_7,,,,11 12 4 5 3 3 3,,,,,XX
93_42_6,93,42,6,0,0,,,,,,,,,94_42_6,,,,12 12 9 3 3 3,,,,,XX
93_44_4,93,44,4,0,0,,,,,,,,,94_44_4,,,,13 13 11 7,,,,,XX
93_45_3,93,45,3,0,0,,,,,,,,,94_45_3,,,,15 15 15,,,,,XX
94_33_15,94,33,15,0,0,,,,,,,,,95_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
94_36_12,94,36,12,0,0,,,,,,,,,95_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
94_37_11,94,37,11,0,0,,,,,,,,,95_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,94_36_13,,XX
94_39_9,94,39,9,0,0,,,,,,,,,95_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
94_40_8,94,40,8,0,0,,,,,,,,,95_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
94_41_7,94,41,7,0,0,,,,,,,,,95_41_7,,,,11 12 4 5 3 3 3,,,,,XX
94_42_6,94,42,6,0,0,,,,,,,,,95_42_6,,,,12 12 9 3 3 3,,,,,XX
94_44_4,94,44,4,0,0,,,,,,,,,95_44_4,,,,13 13 11 7,,,,,XX
94_45_3,94,45,3,0,0,,,,,,,,,95_45_3,,,,15 15 15,,,,,XX
95_33_15,95,33,15,0,0,,,,,,,,,96_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
95_36_12,95,36,12,0,0,,,,,,,,,96_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
95_37_11,95,37,11,0,0,,,,,,,,,96_37_11,,,,6 2 2 2 2 2 3 5 7 3 3,,2,95_36_13,,XX
95_39_9,95,39,9,0,0,,,,,,,,,96_39_9,,,,2 4 7 3 3 6 6 5 3,,,,,XX
95_40_8,95,40,8,0,0,,,,,,,,,96_40_8,,,,5 6 5 2 3 5 7 7,,,,,XX
95_41_7,95,41,7,0,0,,,,,,,,,96_41_7,,,,11 12 4 5 3 3 3,,,,,XX
95_42_6,95,42,6,0,0,,,,,,,,,96_42_6,,,,12 12 9 3 3 3,,,,,XX
95_44_4,95,44,4,0,0,,,,,,,,,96_44_4,,,,13 13 11 7,,,,,XX
95_45_3,95,45,3,0,0,,,,,,,,,96_45_3,,,,15 15 15,,,,,XX
96_33_15,96,33,15,0,0,,,,,,,,,97_33_15,,,,1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
96_36_12,96,36,12,0,0,,,,,,,,,97_36_12,,,,6 2 2 2 2 2 2 4 5 3 3 3,,,,,XX
