name,n,stem,Adams filtration,shift,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target,E,H,P,C2,label,angle,drinfo,drtarget,nulldif,XX
42_65_6_1,42,65,6,0,0,,,,,,42_68_7_1,,,43_65_6_1,,,,6 11 7 11 15 15,,2,42_64_8_1,,XX
43_47_24,43,47,24,0,0,,,,,,,,,44_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
43_48_23,43,48,23,0,0,,,,43_49_24,,,,,44_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
43_49_22,43,49,22,0,0,,43_49_23,,,,,,,44_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
43_50_21,43,50,21,0,0,,,,,,,,,44_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,43_49_23,,XX
43_53_18,43,53,18,0,0,,,,,,,,,44_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
43_54_17,43,54,17,0,0,,,,,,,,,44_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
43_59_12,43,59,12,0,0,,,,,,,,,44_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
43_60_11_0,43,60,11,0,0,,,,43_61_12_0,,,,,44_60_11_0,85_18_10,,0_19_10,42 1 2 4 1 1 2 4 1 1 1,,,,,XX
43_60_11_1,43,60,11,0,0,,,,,,,,,44_60_11_1,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
43_60_11_2,43,60,11,0,0,,43_60_12_1,,,,,,,44_60_11_2,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
43_61_10_0,43,61,10,0,0,,43_61_11_0,,,,,,,44_61_10_0,,,,38 2 4 1 1 2 4 3 3 3,,,,,XX
43_61_10_1,43,61,10,0,0,,43_61_11_1;43_61_11_2,,,,,,,44_61_10_1,,,,13 4 5 3 5 9 3 5 7 7,,2,43_60_12_1,,XX
43_62_9,43,62,9,0,0,,,,,,,,,44_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
43_63_8,43,63,8,0,0,,43_63_9_0,,,,,,,44_63_8,,,,3 6 2 4 7 11 15 15,,,,,XX
43_64_7_0,43,64,7,0,0,,43_64_8_1,,,,43_67_8_1,,,44_64_7_0,,,,10 2 4 7 11 15 15,,,,,XX
43_64_7_1,43,64,7,0,0,,43_64_8_1;43_64_8_3,,,,,,,44_64_7_1,,,,24 5 5 9 7 7 7,,2,43_63_9_0,,XX
43_65_6_0,43,65,6,0,0,,43_65_7_0,,,,43_68_7_0,,,44_65_6_0,,,0_24_5,41 2 3 5 7 7,,,,,XX
43_65_6_1,43,65,6,0,0,,,,,,43_68_7_2,,,44_65_6_1,,,,6 11 7 11 15 15,,2,43_64_8_1,,XX
44_47_24,44,47,24,0,0,,,,,,,,,45_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
44_48_23,44,48,23,0,0,,,,44_49_24,,,,,45_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
44_49_22,44,49,22,0,0,,44_49_23,,,,,,,45_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
44_50_21,44,50,21,0,0,,,,,,,,,45_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,44_49_23,,XX
44_53_18,44,53,18,0,0,,,,,,,,,45_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
44_54_17,44,54,17,0,0,,,,,,,,,45_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
44_59_12,44,59,12,0,0,,,,,,,,,45_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
44_60_11_0,44,60,11,0,0,,,,44_61_12_0,,,,,,,,,42 1 2 4 1 1 2 4 1 1 1,,,,,XX
44_60_11_1,44,60,11,0,0,,,,,,,,,45_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
44_60_11_2,44,60,11,0,0,,44_60_12_1,,,,,,,45_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
44_61_10_0,44,61,10,0,0,,,,,,,,,45_61_10_0,,,,38 2 4 1 1 2 4 3 3 3,,,,,XX
44_61_10_1,44,61,10,0,0,,44_61_11_1;44_61_11_2,,,,,,,45_61_10_1,,,,13 4 5 3 5 9 3 5 7 7,,2,44_60_12_1,,XX
44_62_9,44,62,9,0,0,,,,,,,,,45_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
44_63_8,44,63,8,0,0,,44_63_9_0,,,,,,,45_63_8,,,,3 6 2 4 7 11 15 15,,,,,XX
44_64_7_0,44,64,7,0,0,,44_64_8_1,,,,44_67_8_1,,,45_64_7_1,,,,10 2 4 7 11 15 15,,,,,XX
44_64_7_1,44,64,7,0,0,,44_64_8_1;44_64_8_3,,,,,,,45_64_7_2,,,,24 5 5 9 7 7 7,,2,44_63_9_0,,XX
44_65_6_0,44,65,6,0,0,,,,,,44_68_7_0,,,45_65_6_0,,,,41 2 3 5 7 7,,,,,XX
44_65_6_1,44,65,6,0,0,,,,,,44_68_7_2,,,45_65_6_2,,,,6 11 7 11 15 15,,2,44_64_8_1,,XX
44_66_5,44,66,5,0,0,,,,44_67_6_0,,,,,45_66_5_0,87_23_4,,,43 4 5 7 7,,,,,XX
45_47_24,45,47,24,0,0,,,,,,,,,46_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
45_48_23,45,48,23,0,0,,,,45_49_24,,,,,46_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
45_49_22,45,49,22,0,0,,45_49_23,,,,,,,46_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
45_50_21,45,50,21,0,0,,,,,,,,,46_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,45_49_23,,XX
45_53_18,45,53,18,0,0,,,,,,,,,46_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
45_54_17,45,54,17,0,0,,,,,,,,,46_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
45_59_12,45,59,12,0,0,,,,,,,,,46_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
45_60_11_0,45,60,11,0,0,,,,,,,,,46_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
45_60_11_1,45,60,11,0,0,,45_60_12_1,,,,,,,46_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
45_61_10_0,45,61,10,0,0,,,,,,,,,,,,,38 2 4 1 1 2 4 3 3 3,,,,,XX
45_61_10_1,45,61,10,0,0,,45_61_11_1;45_61_11_2,,,,,,,46_61_10,,,,13 4 5 3 5 9 3 5 7 7,,2,45_60_12_1,,XX
45_62_9,45,62,9,0,0,,,,,,,,,46_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
45_63_8,45,63,8,0,0,,45_63_9_0,,,,,,,46_63_8,,,,3 6 2 4 7 11 15 15,,,,,XX
45_64_7_0,45,64,7,0,0,,45_64_8_0,,45_65_8_0,,45_67_8_0,,,46_64_7_0,89_20_6,,0_21_6,44 2 4 5 3 3 3,,,,,XX
45_64_7_1,45,64,7,0,0,,45_64_8_1,,,,45_67_8_1,,,46_64_7_1,,,,10 2 4 7 11 15 15,,,,,XX
45_64_7_2,45,64,7,0,0,,45_64_8_1;45_64_8_3,,,,,,,46_64_7_2,,,,24 5 5 9 7 7 7,,2,45_63_9_0,,XX
45_65_6_0,45,65,6,0,0,,,,,,45_68_7_0,,,46_65_6_1,,,,41 2 3 5 7 7,,,,,XX
45_65_6_1,45,65,6,0,0,,45_65_7_0,,,,45_68_7_1,,,46_65_6_2,89_21_5,,0_22_5,44 3 5 7 3 3,,2,45_64_8_0,,XX
45_65_6_2,45,65,6,0,0,,,,,,45_68_7_2,,,46_65_6_3,,,,6 11 7 11 15 15,,2,45_64_8_1,,XX
45_66_5_0,45,66,5,0,0,,,,45_67_6_0,,,,,46_66_5_0,,,0_23_4_1,43 4 5 7 7,,,,,XX
45_66_5_1,45,66,5,0,0,,,,45_67_6_0,,45_69_6_0,,,46_66_5_1,89_22_4,,0_23_4_0,44 3 5 7 7,,,,,XX
46_45_26,46,45,26,0,0,,,,,,,,,,91_0_25,,,45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,XX
46_47_24,46,47,24,0,0,,,,,,,,,47_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
46_48_23,46,48,23,0,0,,,,46_49_24,,,,,47_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
46_49_22,46,49,22,0,0,,46_49_23,,,,,,,47_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
46_50_21,46,50,21,0,0,,,,,,,,,47_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,46_49_23,,XX
46_53_18,46,53,18,0,0,,,,,,,,,47_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
46_54_17,46,54,17,0,0,,,,,,,,,47_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
46_59_12,46,59,12,0,0,,,,,,,,,47_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
46_60_11_0,46,60,11,0,0,,,,,,,,,47_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
46_60_11_1,46,60,11,0,0,,46_60_12_1,,,,,,,47_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
46_61_10,46,61,10,0,0,,46_61_11_0;46_61_11_1,,,,,,,47_61_10,,,,13 4 5 3 5 9 3 5 7 7,,2,46_60_12_1,,XX
46_62_9,46,62,9,0,0,,,,,,,,,47_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
46_63_8,46,63,8,0,0,,46_63_9_0,,,,,,,47_63_8_1,,,,3 6 2 4 7 11 15 15,,,,,XX
46_64_7_0,46,64,7,0,0,,46_64_8_0,,46_65_8_0,,46_67_8_0,,,47_64_7_0,,,,44 2 4 5 3 3 3,,,,,XX
46_64_7_1,46,64,7,0,0,,46_64_8_1,,,,46_67_8_1,,,47_64_7_1,,,,10 2 4 7 11 15 15,,,,,XX
46_64_7_2,46,64,7,0,0,,46_64_8_1;46_64_8_3,,,,,,,47_64_7_2,,,,24 5 5 9 7 7 7,,2,46_63_9_0,,XX
46_65_6_0,46,65,6,0,0,,46_65_7_0,,,,46_68_7_0,,,,91_20_5,,,45 4 7 3 3 3,,,,,XX
46_65_6_1,46,65,6,0,0,,,,,,,,,47_65_6_0,,,,41 2 3 5 7 7,,,,,XX
46_65_6_2,46,65,6,0,0,,46_65_7_1,,,,46_68_7_1,,,47_65_6_1,,,,44 3 5 7 3 3,,2,46_64_8_0,,XX
46_65_6_3,46,65,6,0,0,,,,,,46_68_7_2,,,47_65_6_2,,,,6 11 7 11 15 15,,2,46_64_8_1,,XX
46_66_5_0,46,66,5,0,0,,,,,,,,,,,,,43 4 5 7 7,,,,,XX
46_66_5_1,46,66,5,0,0,,,,,,46_69_6_0,,,47_66_5,,,,44 3 5 7 7,,,,,XX
47_47_24,47,47,24,0,0,,,,,,,,,48_47_24_0,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
47_48_23,47,48,23,0,0,,,,47_49_24,,,,,48_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
47_49_22,47,49,22,0,0,,47_49_23,,,,,,,48_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
47_50_21,47,50,21,0,0,,,,,,,,,48_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,47_49_23,,XX
47_53_18,47,53,18,0,0,,,,,,,,,48_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
47_54_17,47,54,17,0,0,,,,,,,,,48_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
47_59_12,47,59,12,0,0,,,,,,,,,48_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
47_60_11_0,47,60,11,0,0,,,,,,,,,48_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
47_60_11_1,47,60,11,0,0,,47_60_12_1,,,,,,47_67_12,48_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
47_61_10,47,61,10,0,0,,47_61_11_0;47_61_11_1,,,,,,,48_61_10,,,,13 4 5 3 5 9 3 5 7 7,,2,47_60_12_1,,XX
47_62_9,47,62,9,0,0,,,,,,,,,48_62_9_1,,,,20 9 5 5 3 6 6 5 3,,,,,XX
47_63_8_0,47,63,8,0,0,,,,47_64_9_0,,,,,48_63_8_0,93_17_7,,0_18_7,46 1 1 2 4 3 3 3,,,,,XX
47_63_8_1,47,63,8,0,0,,47_63_9_1,,,,,,,48_63_8_2,,,,3 6 2 4 7 11 15 15,,,,,XX
47_64_7_0,47,64,7,0,0,,47_64_8_0,,,,47_67_8_0,,,48_64_7_1,,,,44 2 4 5 3 3 3,,,,,XX
47_64_7_1,47,64,7,0,0,,47_64_8_1,,,,47_67_8_1,,,48_64_7_2,,,,10 2 4 7 11 15 15,,,,,XX
47_64_7_2,47,64,7,0,0,,47_64_8_1;47_64_8_3,,,,,,,48_64_7_3,,,,24 5 5 9 7 7 7,,2,47_63_9_1,,XX
47_65_6_0,47,65,6,0,0,,,,,,,,,48_65_6_1,,,,41 2 3 5 7 7,,,,,XX
47_65_6_1,47,65,6,0,0,,47_65_7_0,,,,47_68_7_0,,,48_65_6_2,,,,44 3 5 7 3 3,,2,47_64_8_0,,XX
47_65_6_2,47,65,6,0,0,,,,,,47_68_7_1,,,48_65_6_3,,,,6 11 7 11 15 15,,2,47_64_8_1,,XX
47_66_5,47,66,5,0,0,,,,,,47_69_6_0,,,48_66_5,,,,44 3 5 7 7,,,,,XX
48_47_24_0,48,47,24,0,0,,,,,,,,,49_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
48_47_24_1,48,47,24,0,0,,48_47_25,,,,,,,,95_0_23,,,47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,XX
48_48_23,48,48,23,0,0,,,,48_49_24,,,,,49_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
48_49_22,48,49,22,0,0,,48_49_23,,,,,,,49_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
48_50_21,48,50,21,0,0,,,,,,,,,49_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,48_49_23,,XX
48_53_18,48,53,18,0,0,,,,,,,,,49_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
48_54_17,48,54,17,0,0,,,,,,,,,49_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
48_59_12,48,59,12,0,0,,,,,,,,,49_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
48_60_11_0,48,60,11,0,0,,,,,,,,,49_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
48_60_11_1,48,60,11,0,0,,48_60_12_1,,,,,,48_67_12,49_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
48_61_10,48,61,10,0,0,,48_61_11_0;48_61_11_1,,,,,,,49_61_10,,,,13 4 5 3 5 9 3 5 7 7,,2,48_60_12_1,,XX
48_62_9_0,48,62,9,0,0,,,,,,,,,,95_15_8,,,47 4 1 1 2 4 1 1 1,,,,,XX
48_62_9_1,48,62,9,0,0,,,,,,,,,49_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
48_63_8_0,48,63,8,0,0,,,,48_64_9_0,,,,,,,,,46 1 1 2 4 3 3 3,,,,,XX
48_63_8_1,48,63,8,0,0,,,,48_64_9_1,,,,,49_63_8_0,95_16_7,,,47 2 3 4 4 1 1 1,,,,,XX
48_63_8_2,48,63,8,0,0,,48_63_9_1,,,,,,,49_63_8_1,,,,3 6 2 4 7 11 15 15,,,,,XX
48_64_7_0,48,64,7,0,0,,48_64_8_0,,,,48_67_8_0,,,,95_17_6,,,47 2 2 4 3 3 3,,,,,XX
48_64_7_1,48,64,7,0,0,,48_64_8_1,,,,48_67_8_0,,,49_64_7_0,,,,44 2 4 5 3 3 3,,,,,XX
48_64_7_2,48,64,7,0,0,,48_64_8_2,,,,48_67_8_1,,,49_64_7_1,,,,10 2 4 7 11 15 15,,,,,XX
48_64_7_3,48,64,7,0,0,,48_64_8_2;48_64_8_4,,,,,,,49_64_7_2,,,,24 5 5 9 7 7 7,,2,48_63_9_1,,XX
48_65_6_0,48,65,6,0,0,,48_65_7_0,,,,48_68_7_0,,,,95_18_5,,,47 4 5 3 3 3,,2,48_64_8_0,,XX
48_65_6_1,48,65,6,0,0,,,,,,,,,,,,,41 2 3 5 7 7,,,,,XX
48_65_6_2,48,65,6,0,0,,48_65_7_0,,,,48_68_7_0,,,49_65_6_0,,,,44 3 5 7 3 3,,2,48_64_8_1,,XX
48_65_6_3,48,65,6,0,0,,,,,,48_68_7_1,,,49_65_6_1,,,,6 11 7 11 15 15,,2,48_64_8_2,,XX
48_66_5,48,66,5,0,0,,,,,,48_69_6_0,,,,,,,44 3 5 7 7,,,,,XX
49_47_24,49,47,24,0,0,,,,,,,,,50_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
49_48_23,49,48,23,0,0,,,,49_49_24,,,,,50_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
49_49_22,49,49,22,0,0,,49_49_23,,,,,,,50_49_22_0,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
49_50_21,49,50,21,0,0,,,,,,,,,50_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,49_49_23,,XX
49_53_18,49,53,18,0,0,,,,,,,,,50_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
49_54_17,49,54,17,0,0,,,,,,,,,50_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
49_59_12,49,59,12,0,0,,,,,,,,,50_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
49_60_11_0,49,60,11,0,0,,,,,,,,,50_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
49_60_11_1,49,60,11,0,0,,49_60_12_1,,,,,,49_67_12,50_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
49_61_10,49,61,10,0,0,,49_61_11_0;49_61_11_1,,,,,,,50_61_10,,,,13 4 5 3 5 9 3 5 7 7,,2,49_60_12_1,,XX
49_62_9,49,62,9,0,0,,,,,,,,,50_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
49_63_8_0,49,63,8,0,0,,,,49_64_9_0,,,,,50_63_8_0,,,0_16_7,47 2 3 4 4 1 1 1,,,,,XX
49_63_8_1,49,63,8,0,0,,49_63_9_0,,,,,,,50_63_8_1,,,,3 6 2 4 7 11 15 15,,,,,XX
49_64_7_0,49,64,7,0,0,,49_64_8_0,,,,,,,50_64_7_0,,,,44 2 4 5 3 3 3,,,,,XX
49_64_7_1,49,64,7,0,0,,49_64_8_1,,,,49_67_8,,,50_64_7_2,,,,10 2 4 7 11 15 15,,,,,XX
49_64_7_2,49,64,7,0,0,,49_64_8_1;49_64_8_3,,,,,,,50_64_7_3,,,,24 5 5 9 7 7 7,,2,49_63_9_0,,XX
49_65_6_0,49,65,6,0,0,,,,,,,,,,,,,44 3 5 7 3 3,,2,49_64_8_0,,XX
49_65_6_1,49,65,6,0,0,,,,,,49_68_7_0,,,50_65_6,,,,6 11 7 11 15 15,,2,49_64_8_1,,XX
50_47_24,50,47,24,0,0,,,,,,,,,51_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
50_48_23,50,48,23,0,0,,,,50_49_24_0,,,,,51_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
50_49_22_0,50,49,22,0,0,,50_49_23_0,,,,,,,51_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
50_49_22_1,50,49,22,0,0,,50_49_23_1,,,,,,,,99_0_21,,,49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,XX
50_50_21,50,50,21,0,0,,,,,,,,,51_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,50_49_23_0,,XX
50_53_18,50,53,18,0,0,,,,,,,,,51_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
50_54_17,50,54,17,0,0,,,,,,,,,51_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
50_59_12,50,59,12,0,0,,,,,,,,,51_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
50_60_11_0,50,60,11,0,0,,,,,,,,,51_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
50_60_11_1,50,60,11,0,0,,50_60_12_1,,,,,,50_67_12,51_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
50_61_10,50,61,10,0,0,,50_61_11_0;50_61_11_1,,,,,,,51_61_10,,,,13 4 5 3 5 9 3 5 7 7,,2,50_60_12_1,,XX
50_62_9,50,62,9,0,0,,,,,,,,,51_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
50_63_8_0,50,63,8,0,0,,,,,,,,,,,,,47 2 3 4 4 1 1 1,,,,,XX
50_63_8_1,50,63,8,0,0,,50_63_9_0,,,,,,,51_63_8,,,,3 6 2 4 7 11 15 15,,,,,XX
50_64_7_0,50,64,7,0,0,,,,,,,,,,,,,44 2 4 5 3 3 3,,,,,XX
50_64_7_1,50,64,7,0,0,,50_64_8_0,,,,,,,,99_15_6,,,49 6 2 4 1 1 1,,,,,XX
50_64_7_2,50,64,7,0,0,,50_64_8_1,,,,50_67_8,,,51_64_7_0,,,,10 2 4 7 11 15 15,,,,,XX
50_64_7_3,50,64,7,0,0,,50_64_8_1;50_64_8_3,,,,,,,51_64_7_1,,,,24 5 5 9 7 7 7,,2,50_63_9_0,,XX
50_65_6,50,65,6,0,0,,,,,,50_68_7_0,,,51_65_6,,,,6 11 7 11 15 15,,2,50_64_8_1,,XX
50_67_4,50,67,4,0,0,,50_67_5_0,,,,50_70_5_0,,,,99_18_3,,,49 10 5 3,,,,,XX
51_47_24,51,47,24,0,0,,,,,,,,,52_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
51_48_23,51,48,23,0,0,,,,51_49_24,,,,,52_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
51_49_22,51,49,22,0,0,,51_49_23,,,,,,,52_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
51_50_21,51,50,21,0,0,,,,,,,,,52_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,51_49_23,,XX
51_53_18,51,53,18,0,0,,,,,,,,,52_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
51_54_17,51,54,17,0,0,,,,,,,,,52_54_17,,,,2 2 1 2 2 4 1 1 2 4 7 3 3 6 6 5 3,,,,,XX
51_59_12,51,59,12,0,0,,,,,,,,,52_59_12,,,,2 4 5 4 5 3 5 9 3 5 7 7,,,,,XX
51_60_11_0,51,60,11,0,0,,,,,,,,,52_60_11_0,,,,2 2 4 5 9 3 5 9 7 7 7,,,,,XX
51_60_11_1,51,60,11,0,0,,51_60_12_1,,,,,,51_67_12,52_60_11_1,,,,8 4 2 3 5 3 5 9 7 7 7,,,,,XX
51_61_10,51,61,10,0,0,,51_61_11_0;51_61_11_1,,,,,,,52_61_10,,,,13 4 5 3 5 9 3 5 7 7,,2,51_60_12_1,,XX
51_62_9,51,62,9,0,0,,,,,,,,,52_62_9,,,,20 9 5 5 3 6 6 5 3,,,,,XX
51_63_8,51,63,8,0,0,,51_63_9_0,,,,,,,52_63_8,,,,3 6 2 4 7 11 15 15,,,,,XX
51_64_7_0,51,64,7,0,0,,51_64_8_0,,,,51_67_8_1,,,52_64_7_0,,,,10 2 4 7 11 15 15,,,,,XX
51_64_7_1,51,64,7,0,0,,51_64_8_0;51_64_8_2,,,,,,,52_64_7_1,,,,24 5 5 9 7 7 7,,2,51_63_9_0,,XX
51_65_6,51,65,6,0,0,,,,,,51_68_7_0,,,52_65_6_1,,,,6 11 7 11 15 15,,2,51_64_8_0,,XX
51_67_4,51,67,4,0,0,,,,51_68_5_0,,,,,52_67_4,101_17_3,,0_18_3,50 11 3 3,,,,,XX
52_47_24,52,47,24,0,0,,,,,,,,,53_47_24,,,,4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
52_48_23,52,48,23,0,0,,,,52_49_24,,,,,53_48_23,,,,2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
52_49_22,52,49,22,0,0,,52_49_23,,,,,,,53_49_22,,,,2 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 3 3 3,,,,,XX
52_50_21,52,50,21,0,0,,,,,,,,,53_50_21,,,,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 3 3 3,,2,52_49_23,,XX
52_51_20,52,51,20,0,0,,52_51_21,,,,,,,,103_0_19,,,51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,XX
52_53_18,52,53,18,0,0,,,,,,,,,53_53_18,,,,2 2 2 2 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,,,,XX
