name,n,stem,Adams filtration,shift,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target,E,H,P,C2,label,angle,drinfo,drtarget,nulldif,XX
102_53_7,102,53,7,0,0,,,,,,,,,103_53_7,,,,102_53_7,,,,,XX
103_44_16,103,44,16,0,0,,,,,,,,,104_44_16,,,,103_44_16,,,,,XX
103_47_13,103,47,13,0,0,,,,,,,,,104_47_13,,,,103_47_13,,,,,XX
103_48_12,103,48,12,0,0,,,,,,,,,104_48_12,,,,103_48_12,,,,,XX
103_50_10,103,50,10,0,0,,,,,,,,,104_50_10,,,,103_50_10,,4,103_49_14,,XX
103_51_9,103,51,9,0,0,,,,,,,,,104_51_9,,,,103_51_9,,,,,XX
103_52_8,103,52,8,0,0,,,,,,,,,104_52_8,,,,103_52_8,,,,,XX
103_53_7,103,53,7,0,0,,,,,,,,,104_53_7,,,,103_53_7,,,,,XX
104_44_16,104,44,16,0,0,,,,,,,,,105_44_16,,,,104_44_16,,,,,XX
104_47_13,104,47,13,0,0,,,,,,,,,105_47_13,,,,104_47_13,,,,,XX
104_48_12,104,48,12,0,0,,,,,,,,,105_48_12,,,,104_48_12,,,,,XX
104_50_10,104,50,10,0,0,,,,,,,,,105_50_10,,,,104_50_10,,4,104_49_14,,XX
104_51_9,104,51,9,0,0,,,,,,,,,105_51_9,,,,104_51_9,,,,,XX
104_52_8,104,52,8,0,0,,,,,,,,,105_52_8,,,,104_52_8,,,,,XX
104_53_7,104,53,7,0,0,,,,,,,,,105_53_7,,,,104_53_7,,,,,XX
105_44_16,105,44,16,0,0,,,,,,,,,106_44_16,,,,105_44_16,,,,,XX
105_47_13,105,47,13,0,0,,,,,,,,,106_47_13,,,,105_47_13,,,,,XX
105_48_12,105,48,12,0,0,,,,,,,,,106_48_12,,,,105_48_12,,,,,XX
105_50_10,105,50,10,0,0,,,,,,,,,106_50_10,,,,105_50_10,,4,105_49_14,,XX
105_51_9,105,51,9,0,0,,,,,,,,,106_51_9,,,,105_51_9,,,,,XX
105_52_8,105,52,8,0,0,,,,,,,,,106_52_8,,,,105_52_8,,,,,XX
105_53_7,105,53,7,0,0,,,,,,,,,106_53_7,,,,105_53_7,,,,,XX
106_44_16,106,44,16,0,0,,,,,,,,,107_44_16,,,,106_44_16,,,,,XX
106_47_13,106,47,13,0,0,,,,,,,,,107_47_13,,,,106_47_13,,,,,XX
106_48_12,106,48,12,0,0,,,,,,,,,107_48_12,,,,106_48_12,,,,,XX
106_50_10,106,50,10,0,0,,,,,,,,,107_50_10,,,,106_50_10,,4,106_49_14,,XX
106_51_9,106,51,9,0,0,,,,,,,,,107_51_9,,,,106_51_9,,,,,XX
106_52_8,106,52,8,0,0,,,,,,,,,107_52_8,,,,106_52_8,,,,,XX
106_53_7,106,53,7,0,0,,,,,,,,,107_53_7,,,,106_53_7,,,,,XX
107_44_16,107,44,16,0,0,,,,,,,,,108_44_16,,,,107_44_16,,,,,XX
107_47_13,107,47,13,0,0,,,,,,,,,108_47_13,,,,107_47_13,,,,,XX
107_48_12,107,48,12,0,0,,,,,,,,,108_48_12,,,,107_48_12,,,,,XX
107_50_10,107,50,10,0,0,,,,,,,,,108_50_10,,,,107_50_10,,4,107_49_14,,XX
107_51_9,107,51,9,0,0,,,,,,,,,108_51_9,,,,107_51_9,,,,,XX
107_52_8,107,52,8,0,0,,,,,,,,,108_52_8,,,,107_52_8,,,,,XX
107_53_7,107,53,7,0,0,,,,,,,,,108_53_7,,,,107_53_7,,,,,XX
108_44_16,108,44,16,0,0,,,,,,,,,109_44_16,,,,108_44_16,,,,,XX
108_47_13,108,47,13,0,0,,,,,,,,,109_47_13,,,,108_47_13,,,,,XX
108_48_12,108,48,12,0,0,,,,,,,,,109_48_12,,,,108_48_12,,,,,XX
108_50_10,108,50,10,0,0,,,,,,,,,109_50_10,,,,108_50_10,,4,108_49_14,,XX
108_51_9,108,51,9,0,0,,,,,,,,,109_51_9,,,,108_51_9,,,,,XX
108_52_8,108,52,8,0,0,,,,,,,,,109_52_8,,,,108_52_8,,,,,XX
108_53_7,108,53,7,0,0,,,,,,,,,109_53_7,,,,108_53_7,,,,,XX
109_44_16,109,44,16,0,0,,,,,,,,,110_44_16,,,,109_44_16,,,,,XX
109_47_13,109,47,13,0,0,,,,,,,,,110_47_13,,,,109_47_13,,,,,XX
109_48_12,109,48,12,0,0,,,,,,,,,110_48_12,,,,109_48_12,,,,,XX
109_50_10,109,50,10,0,0,,,,,,,,,110_50_10,,,,109_50_10,,4,109_49_14,,XX
109_51_9,109,51,9,0,0,,,,,,,,,110_51_9,,,,109_51_9,,,,,XX
109_52_8,109,52,8,0,0,,,,,,,,,110_52_8,,,,109_52_8,,,,,XX
109_53_7,109,53,7,0,0,,,,,,,,,110_53_7,,,,109_53_7,,,,,XX
110_44_16,110,44,16,0,0,,,,,,,,,111_44_16,,,,110_44_16,,,,,XX
110_47_13,110,47,13,0,0,,,,,,,,,111_47_13,,,,110_47_13,,,,,XX
110_48_12,110,48,12,0,0,,,,,,,,,111_48_12,,,,110_48_12,,,,,XX
110_50_10,110,50,10,0,0,,,,,,,,,111_50_10,,,,110_50_10,,4,110_49_14,,XX
110_51_9,110,51,9,0,0,,,,,,,,,111_51_9,,,,110_51_9,,,,,XX
110_52_8,110,52,8,0,0,,,,,,,,,111_52_8,,,,110_52_8,,,,,XX
110_53_7,110,53,7,0,0,,,,,,,,,111_53_7,,,,110_53_7,,,,,XX
111_44_16,111,44,16,0,0,,,,,,,,,112_44_16,,,,111_44_16,,,,,XX
111_47_13,111,47,13,0,0,,,,,,,,,112_47_13,,,,111_47_13,,,,,XX
111_48_12,111,48,12,0,0,,,,,,,,,112_48_12,,,,111_48_12,,,,,XX
111_50_10,111,50,10,0,0,,,,,,,,,112_50_10,,,,111_50_10,,4,111_49_14,,XX
111_51_9,111,51,9,0,0,,,,,,,,,112_51_9,,,,111_51_9,,,,,XX
111_52_8,111,52,8,0,0,,,,,,,,,112_52_8,,,,111_52_8,,,,,XX
111_53_7,111,53,7,0,0,,,,,,,,,112_53_7,,,,111_53_7,,,,,XX
112_44_16,112,44,16,0,0,,,,,,,,,113_44_16,,,,112_44_16,,,,,XX
112_47_13,112,47,13,0,0,,,,,,,,,113_47_13,,,,112_47_13,,,,,XX
112_48_12,112,48,12,0,0,,,,,,,,,113_48_12,,,,112_48_12,,,,,XX
112_50_10,112,50,10,0,0,,,,,,,,,113_50_10,,,,112_50_10,,4,112_49_14,,XX
112_51_9,112,51,9,0,0,,,,,,,,,113_51_9,,,,112_51_9,,,,,XX
112_52_8,112,52,8,0,0,,,,,,,,,113_52_8,,,,112_52_8,,,,,XX
112_53_7,112,53,7,0,0,,,,,,,,,113_53_7,,,,112_53_7,,,,,XX
113_44_16,113,44,16,0,0,,,,,,,,,114_44_16,,,,113_44_16,,,,,XX
113_47_13,113,47,13,0,0,,,,,,,,,114_47_13,,,,113_47_13,,,,,XX
113_48_12,113,48,12,0,0,,,,,,,,,114_48_12,,,,113_48_12,,,,,XX
113_50_10,113,50,10,0,0,,,,,,,,,114_50_10,,,,113_50_10,,4,113_49_14,,XX
113_51_9,113,51,9,0,0,,,,,,,,,114_51_9,,,,113_51_9,,,,,XX
113_52_8,113,52,8,0,0,,,,,,,,,114_52_8,,,,113_52_8,,,,,XX
113_53_7,113,53,7,0,0,,,,,,,,,114_53_7,,,,113_53_7,,,,,XX
114_44_16,114,44,16,0,0,,,,,,,,,115_44_16,,,,114_44_16,,,,,XX
114_47_13,114,47,13,0,0,,,,,,,,,115_47_13,,,,114_47_13,,,,,XX
114_48_12,114,48,12,0,0,,,,,,,,,115_48_12,,,,114_48_12,,,,,XX
114_50_10,114,50,10,0,0,,,,,,,,,115_50_10,,,,114_50_10,,4,114_49_14,,XX
114_51_9,114,51,9,0,0,,,,,,,,,115_51_9,,,,114_51_9,,,,,XX
114_52_8,114,52,8,0,0,,,,,,,,,115_52_8,,,,114_52_8,,,,,XX
114_53_7,114,53,7,0,0,,,,,,,,,115_53_7,,,,114_53_7,,,,,XX
115_44_16,115,44,16,0,0,,,,,,,,,116_44_16,,,,115_44_16,,,,,XX
115_47_13,115,47,13,0,0,,,,,,,,,116_47_13,,,,115_47_13,,,,,XX
115_48_12,115,48,12,0,0,,,,,,,,,116_48_12,,,,115_48_12,,,,,XX
115_50_10,115,50,10,0,0,,,,,,,,,116_50_10,,,,115_50_10,,4,115_49_14,,XX
115_51_9,115,51,9,0,0,,,,,,,,,116_51_9,,,,115_51_9,,,,,XX
115_52_8,115,52,8,0,0,,,,,,,,,116_52_8,,,,115_52_8,,,,,XX
115_53_7,115,53,7,0,0,,,,,,,,,116_53_7,,,,115_53_7,,,,,XX
116_44_16,116,44,16,0,0,,,,,,,,,117_44_16,,,,116_44_16,,,,,XX
116_47_13,116,47,13,0,0,,,,,,,,,117_47_13,,,,116_47_13,,,,,XX
116_48_12,116,48,12,0,0,,,,,,,,,117_48_12,,,,116_48_12,,,,,XX
116_50_10,116,50,10,0,0,,,,,,,,,117_50_10,,,,116_50_10,,4,116_49_14,,XX
116_51_9,116,51,9,0,0,,,,,,,,,117_51_9,,,,116_51_9,,,,,XX
116_52_8,116,52,8,0,0,,,,,,,,,117_52_8,,,,116_52_8,,,,,XX
116_53_7,116,53,7,0,0,,,,,,,,,117_53_7,,,,116_53_7,,,,,XX
117_44_16,117,44,16,0,0,,,,,,,,,118_44_16,,,,117_44_16,,,,,XX
117_47_13,117,47,13,0,0,,,,,,,,,118_47_13,,,,117_47_13,,,,,XX
117_48_12,117,48,12,0,0,,,,,,,,,118_48_12,,,,117_48_12,,,,,XX
117_50_10,117,50,10,0,0,,,,,,,,,118_50_10,,,,117_50_10,,4,117_49_14,,XX
117_51_9,117,51,9,0,0,,,,,,,,,118_51_9,,,,117_51_9,,,,,XX
117_52_8,117,52,8,0,0,,,,,,,,,118_52_8,,,,117_52_8,,,,,XX
117_53_7,117,53,7,0,0,,,,,,,,,118_53_7,,,,117_53_7,,,,,XX
118_44_16,118,44,16,0,0,,,,,,,,,119_44_16,,,,118_44_16,,,,,XX
118_47_13,118,47,13,0,0,,,,,,,,,119_47_13,,,,118_47_13,,,,,XX
118_48_12,118,48,12,0,0,,,,,,,,,119_48_12,,,,118_48_12,,,,,XX
118_50_10,118,50,10,0,0,,,,,,,,,119_50_10,,,,118_50_10,,4,118_49_14,,XX
118_51_9,118,51,9,0,0,,,,,,,,,119_51_9,,,,118_51_9,,,,,XX
118_52_8,118,52,8,0,0,,,,,,,,,119_52_8,,,,118_52_8,,,,,XX
118_53_7,118,53,7,0,0,,,,,,,,,119_53_7,,,,118_53_7,,,,,XX
119_44_16,119,44,16,0,0,,,,,,,,,120_44_16,,,,119_44_16,,,,,XX
119_47_13,119,47,13,0,0,,,,,,,,,120_47_13,,,,119_47_13,,,,,XX
119_48_12,119,48,12,0,0,,,,,,,,,120_48_12,,,,119_48_12,,,,,XX
119_50_10,119,50,10,0,0,,,,,,,,,120_50_10,,,,119_50_10,,4,119_49_14,,XX
119_51_9,119,51,9,0,0,,,,,,,,,120_51_9,,,,119_51_9,,,,,XX
119_52_8,119,52,8,0,0,,,,,,,,,120_52_8,,,,119_52_8,,,,,XX
119_53_7,119,53,7,0,0,,,,,,,,,120_53_7,,,,119_53_7,,,,,XX
120_44_16,120,44,16,0,0,,,,,,,,,121_44_16,,,,120_44_16,,,,,XX
120_47_13,120,47,13,0,0,,,,,,,,,121_47_13,,,,120_47_13,,,,,XX
120_48_12,120,48,12,0,0,,,,,,,,,121_48_12,,,,120_48_12,,,,,XX
120_50_10,120,50,10,0,0,,,,,,,,,121_50_10,,,,120_50_10,,4,120_49_14,,XX
120_51_9,120,51,9,0,0,,,,,,,,,121_51_9,,,,120_51_9,,,,,XX
120_52_8,120,52,8,0,0,,,,,,,,,121_52_8,,,,120_52_8,,,,,XX
120_53_7,120,53,7,0,0,,,,,,,,,121_53_7,,,,120_53_7,,,,,XX
121_44_16,121,44,16,0,0,,,,,,,,,122_44_16,,,,121_44_16,,,,,XX
121_47_13,121,47,13,0,0,,,,,,,,,122_47_13,,,,121_47_13,,,,,XX
121_48_12,121,48,12,0,0,,,,,,,,,122_48_12,,,,121_48_12,,,,,XX
121_50_10,121,50,10,0,0,,,,,,,,,122_50_10,,,,121_50_10,,4,121_49_14,,XX
121_51_9,121,51,9,0,0,,,,,,,,,122_51_9,,,,121_51_9,,,,,XX
121_52_8,121,52,8,0,0,,,,,,,,,122_52_8,,,,121_52_8,,,,,XX
121_53_7,121,53,7,0,0,,,,,,,,,122_53_7,,,,121_53_7,,,,,XX
122_44_16,122,44,16,0,0,,,,,,,,,123_44_16,,,,122_44_16,,,,,XX
122_47_13,122,47,13,0,0,,,,,,,,,123_47_13,,,,122_47_13,,,,,XX
122_48_12,122,48,12,0,0,,,,,,,,,123_48_12,,,,122_48_12,,,,,XX
122_50_10,122,50,10,0,0,,,,,,,,,123_50_10,,,,122_50_10,,4,122_49_14,,XX
122_51_9,122,51,9,0,0,,,,,,,,,123_51_9,,,,122_51_9,,,,,XX
122_52_8,122,52,8,0,0,,,,,,,,,123_52_8,,,,122_52_8,,,,,XX
122_53_7,122,53,7,0,0,,,,,,,,,123_53_7,,,,122_53_7,,,,,XX
123_44_16,123,44,16,0,0,,,,,,,,,124_44_16,,,,123_44_16,,,,,XX
123_47_13,123,47,13,0,0,,,,,,,,,124_47_13,,,,123_47_13,,,,,XX
123_48_12,123,48,12,0,0,,,,,,,,,124_48_12,,,,123_48_12,,,,,XX
123_50_10,123,50,10,0,0,,,,,,,,,124_50_10,,,,123_50_10,,4,123_49_14,,XX
123_51_9,123,51,9,0,0,,,,,,,,,124_51_9,,,,123_51_9,,,,,XX
123_52_8,123,52,8,0,0,,,,,,,,,124_52_8,,,,123_52_8,,,,,XX
123_53_7,123,53,7,0,0,,,,,,,,,124_53_7,,,,123_53_7,,,,,XX
124_44_16,124,44,16,0,0,,,,,,,,,125_44_16,,,,124_44_16,,,,,XX
124_47_13,124,47,13,0,0,,,,,,,,,125_47_13,,,,124_47_13,,,,,XX
124_48_12,124,48,12,0,0,,,,,,,,,125_48_12,,,,124_48_12,,,,,XX
124_50_10,124,50,10,0,0,,,,,,,,,125_50_10,,,,124_50_10,,4,124_49_14,,XX
124_51_9,124,51,9,0,0,,,,,,,,,125_51_9,,,,124_51_9,,,,,XX
124_52_8,124,52,8,0,0,,,,,,,,,125_52_8,,,,124_52_8,,,,,XX
124_53_7,124,53,7,0,0,,,,,,,,,125_53_7,,,,124_53_7,,,,,XX
125_44_16,125,44,16,0,0,,,,,,,,,126_44_16,,,,125_44_16,,,,,XX
125_47_13,125,47,13,0,0,,,,,,,,,126_47_13,,,,125_47_13,,,,,XX
125_48_12,125,48,12,0,0,,,,,,,,,126_48_12,,,,125_48_12,,,,,XX
125_50_10,125,50,10,0,0,,,,,,,,,126_50_10,,,,125_50_10,,4,125_49_14,,XX
125_51_9,125,51,9,0,0,,,,,,,,,126_51_9,,,,125_51_9,,,,,XX
125_52_8,125,52,8,0,0,,,,,,,,,126_52_8,,,,125_52_8,,,,,XX
125_53_7,125,53,7,0,0,,,,,,,,,126_53_7,,,,125_53_7,,,,,XX
126_44_16,126,44,16,0,0,,,,,,,,,127_44_16,,,,126_44_16,,,,,XX
126_47_13,126,47,13,0,0,,,,,,,,,127_47_13,,,,126_47_13,,,,,XX
126_48_12,126,48,12,0,0,,,,,,,,,127_48_12,,,,126_48_12,,,,,XX
126_50_10,126,50,10,0,0,,,,,,,,,127_50_10,,,,126_50_10,,4,126_49_14,,XX
126_51_9,126,51,9,0,0,,,,,,,,,127_51_9,,,,126_51_9,,,,,XX
126_52_8,126,52,8,0,0,,,,,,,,,127_52_8,,,,126_52_8,,,,,XX
126_53_7,126,53,7,0,0,,,,,,,,,127_53_7,,,,126_53_7,,,,,XX
127_44_16,127,44,16,0,0,,,,,,,,,128_44_16,,,,127_44_16,,,,,XX
127_47_13,127,47,13,0,0,,,,,,,,,128_47_13,,,,127_47_13,,,,,XX
127_48_12,127,48,12,0,0,,,,,,,,,128_48_12,,,,127_48_12,,,,,XX
127_50_10,127,50,10,0,0,,,,,,,,,128_50_10,,,,127_50_10,,4,127_49_14,,XX
127_51_9,127,51,9,0,0,,,,,,,,,128_51_9,,,,127_51_9,,,,,XX
127_52_8,127,52,8,0,0,,,,,,,,,128_52_8,,,,127_52_8,,,,,XX
127_53_7,127,53,7,0,0,,,,,,,,,128_53_7,,,,127_53_7,,,,,XX
128_44_16,128,44,16,0,0,,,,,,,,,129_44_16,,,,128_44_16,,,,,XX
128_47_13,128,47,13,0,0,,,,,,,,,129_47_13,,,,128_47_13,,,,,XX
128_48_12,128,48,12,0,0,,,,,,,,,129_48_12,,,,128_48_12,,,,,XX
128_50_10,128,50,10,0,0,,,,,,,,,129_50_10,,,,128_50_10,,4,128_49_14,,XX
128_51_9,128,51,9,0,0,,,,,,,,,129_51_9,,,,128_51_9,,,,,XX
128_52_8,128,52,8,0,0,,,,,,,,,129_52_8,,,,128_52_8,,,,,XX
128_53_7,128,53,7,0,0,,,,,,,,,129_53_7,,,,128_53_7,,,,,XX
129_44_16,129,44,16,0,0,,,,,,,,,130_44_16,,,,129_44_16,,,,,XX
129_47_13,129,47,13,0,0,,,,,,,,,130_47_13,,,,129_47_13,,,,,XX
129_48_12,129,48,12,0,0,,,,,,,,,130_48_12,,,,129_48_12,,,,,XX
129_50_10,129,50,10,0,0,,,,,,,,,130_50_10,,,,129_50_10,,4,129_49_14,,XX
129_51_9,129,51,9,0,0,,,,,,,,,130_51_9,,,,129_51_9,,,,,XX
129_52_8,129,52,8,0,0,,,,,,,,,130_52_8,,,,129_52_8,,,,,XX
129_53_7,129,53,7,0,0,,,,,,,,,130_53_7,,,,129_53_7,,,,,XX
130_44_16,130,44,16,0,0,,,,,,,,,131_44_16,,,,130_44_16,,,,,XX
130_47_13,130,47,13,0,0,,,,,,,,,131_47_13,,,,130_47_13,,,,,XX
130_48_12,130,48,12,0,0,,,,,,,,,131_48_12,,,,130_48_12,,,,,XX
130_50_10,130,50,10,0,0,,,,,,,,,131_50_10,,,,130_50_10,,4,130_49_14,,XX
130_51_9,130,51,9,0,0,,,,,,,,,131_51_9,,,,130_51_9,,,,,XX
130_52_8,130,52,8,0,0,,,,,,,,,131_52_8,,,,130_52_8,,,,,XX
130_53_7,130,53,7,0,0,,,,,,,,,131_53_7,,,,130_53_7,,,,,XX
131_44_16,131,44,16,0,0,,,,,,,,,132_44_16,,,,131_44_16,,,,,XX
131_47_13,131,47,13,0,0,,,,,,,,,132_47_13,,,,131_47_13,,,,,XX
131_48_12,131,48,12,0,0,,,,,,,,,132_48_12,,,,131_48_12,,,,,XX
131_50_10,131,50,10,0,0,,,,,,,,,132_50_10,,,,131_50_10,,4,131_49_14,,XX
131_51_9,131,51,9,0,0,,,,,,,,,132_51_9,,,,131_51_9,,,,,XX
131_52_8,131,52,8,0,0,,,,,,,,,132_52_8,,,,131_52_8,,,,,XX
131_53_7,131,53,7,0,0,,,,,,,,,132_53_7,,,,131_53_7,,,,,XX
132_44_16,132,44,16,0,0,,,,,,,,,133_44_16,,,,132_44_16,,,,,XX
132_47_13,132,47,13,0,0,,,,,,,,,133_47_13,,,,132_47_13,,,,,XX
132_48_12,132,48,12,0,0,,,,,,,,,133_48_12,,,,132_48_12,,,,,XX
132_50_10,132,50,10,0,0,,,,,,,,,133_50_10,,,,132_50_10,,4,132_49_14,,XX
132_51_9,132,51,9,0,0,,,,,,,,,133_51_9,,,,132_51_9,,,,,XX
132_52_8,132,52,8,0,0,,,,,,,,,133_52_8,,,,132_52_8,,,,,XX
132_53_7,132,53,7,0,0,,,,,,,,,133_53_7,,,,132_53_7,,,,,XX
133_44_16,133,44,16,0,0,,,,,,,,,134_44_16,,,,133_44_16,,,,,XX
133_47_13,133,47,13,0,0,,,,,,,,,134_47_13,,,,133_47_13,,,,,XX
133_48_12,133,48,12,0,0,,,,,,,,,134_48_12,,,,133_48_12,,,,,XX
133_50_10,133,50,10,0,0,,,,,,,,,134_50_10,,,,133_50_10,,4,133_49_14,,XX
133_51_9,133,51,9,0,0,,,,,,,,,134_51_9,,,,133_51_9,,,,,XX
133_52_8,133,52,8,0,0,,,,,,,,,134_52_8,,,,133_52_8,,,,,XX
133_53_7,133,53,7,0,0,,,,,,,,,134_53_7,,,,133_53_7,,,,,XX
134_44_16,134,44,16,0,0,,,,,,,,,135_44_16,,,,134_44_16,,,,,XX
134_47_13,134,47,13,0,0,,,,,,,,,135_47_13,,,,134_47_13,,,,,XX
134_48_12,134,48,12,0,0,,,,,,,,,135_48_12,,,,134_48_12,,,,,XX
134_50_10,134,50,10,0,0,,,,,,,,,135_50_10,,,,134_50_10,,4,134_49_14,,XX
134_51_9,134,51,9,0,0,,,,,,,,,135_51_9,,,,134_51_9,,,,,XX
134_52_8,134,52,8,0,0,,,,,,,,,135_52_8,,,,134_52_8,,,,,XX
134_53_7,134,53,7,0,0,,,,,,,,,135_53_7,,,,134_53_7,,,,,XX
135_44_16,135,44,16,0,0,,,,,,,,,136_44_16,,,,135_44_16,,,,,XX
135_47_13,135,47,13,0,0,,,,,,,,,136_47_13,,,,135_47_13,,,,,XX
135_48_12,135,48,12,0,0,,,,,,,,,136_48_12,,,,135_48_12,,,,,XX
135_50_10,135,50,10,0,0,,,,,,,,,136_50_10,,,,135_50_10,,4,135_49_14,,XX
135_51_9,135,51,9,0,0,,,,,,,,,136_51_9,,,,135_51_9,,,,,XX
135_52_8,135,52,8,0,0,,,,,,,,,136_52_8,,,,135_52_8,,,,,XX
135_53_7,135,53,7,0,0,,,,,,,,,136_53_7,,,,135_53_7,,,,,XX
136_44_16,136,44,16,0,0,,,,,,,,,137_44_16,,,,136_44_16,,,,,XX
136_47_13,136,47,13,0,0,,,,,,,,,137_47_13,,,,136_47_13,,,,,XX
136_48_12,136,48,12,0,0,,,,,,,,,137_48_12,,,,136_48_12,,,,,XX
136_50_10,136,50,10,0,0,,,,,,,,,137_50_10,,,,136_50_10,,4,136_49_14,,XX
136_51_9,136,51,9,0,0,,,,,,,,,137_51_9,,,,136_51_9,,,,,XX
136_52_8,136,52,8,0,0,,,,,,,,,137_52_8,,,,136_52_8,,,,,XX
136_53_7,136,53,7,0,0,,,,,,,,,137_53_7,,,,136_53_7,,,,,XX
137_44_16,137,44,16,0,0,,,,,,,,,138_44_16,,,,137_44_16,,,,,XX
137_47_13,137,47,13,0,0,,,,,,,,,138_47_13,,,,137_47_13,,,,,XX
137_48_12,137,48,12,0,0,,,,,,,,,138_48_12,,,,137_48_12,,,,,XX
137_50_10,137,50,10,0,0,,,,,,,,,138_50_10,,,,137_50_10,,4,137_49_14,,XX
137_51_9,137,51,9,0,0,,,,,,,,,138_51_9,,,,137_51_9,,,,,XX
137_52_8,137,52,8,0,0,,,,,,,,,138_52_8,,,,137_52_8,,,,,XX
137_53_7,137,53,7,0,0,,,,,,,,,138_53_7,,,,137_53_7,,,,,XX
138_44_16,138,44,16,0,0,,,,,,,,,139_44_16,,,,138_44_16,,,,,XX
138_47_13,138,47,13,0,0,,,,,,,,,139_47_13,,,,138_47_13,,,,,XX
138_48_12,138,48,12,0,0,,,,,,,,,139_48_12,,,,138_48_12,,,,,XX
138_50_10,138,50,10,0,0,,,,,,,,,139_50_10,,,,138_50_10,,4,138_49_14,,XX
138_51_9,138,51,9,0,0,,,,,,,,,139_51_9,,,,138_51_9,,,,,XX
138_52_8,138,52,8,0,0,,,,,,,,,139_52_8,,,,138_52_8,,,,,XX
138_53_7,138,53,7,0,0,,,,,,,,,139_53_7,,,,138_53_7,,,,,XX
139_44_16,139,44,16,0,0,,,,,,,,,140_44_16,,,,139_44_16,,,,,XX
139_47_13,139,47,13,0,0,,,,,,,,,140_47_13,,,,139_47_13,,,,,XX
139_48_12,139,48,12,0,0,,,,,,,,,140_48_12,,,,139_48_12,,,,,XX
139_50_10,139,50,10,0,0,,,,,,,,,140_50_10,,,,139_50_10,,4,139_49_14,,XX
139_51_9,139,51,9,0,0,,,,,,,,,140_51_9,,,,139_51_9,,,,,XX
139_52_8,139,52,8,0,0,,,,,,,,,140_52_8,,,,139_52_8,,,,,XX
139_53_7,139,53,7,0,0,,,,,,,,,140_53_7,,,,139_53_7,,,,,XX
140_44_16,140,44,16,0,0,,,,,,,,,141_44_16,,,,140_44_16,,,,,XX
140_47_13,140,47,13,0,0,,,,,,,,,141_47_13,,,,140_47_13,,,,,XX
140_48_12,140,48,12,0,0,,,,,,,,,141_48_12,,,,140_48_12,,,,,XX
140_50_10,140,50,10,0,0,,,,,,,,,141_50_10,,,,140_50_10,,4,140_49_14,,XX
140_51_9,140,51,9,0,0,,,,,,,,,141_51_9,,,,140_51_9,,,,,XX
140_52_8,140,52,8,0,0,,,,,,,,,141_52_8,,,,140_52_8,,,,,XX
140_53_7,140,53,7,0,0,,,,,,,,,141_53_7,,,,140_53_7,,,,,XX
141_44_16,141,44,16,0,0,,,,,,,,,142_44_16,,,,141_44_16,,,,,XX
141_47_13,141,47,13,0,0,,,,,,,,,142_47_13,,,,141_47_13,,,,,XX
141_48_12,141,48,12,0,0,,,,,,,,,142_48_12,,,,141_48_12,,,,,XX
141_50_10,141,50,10,0,0,,,,,,,,,142_50_10,,,,141_50_10,,4,141_49_14,,XX
141_51_9,141,51,9,0,0,,,,,,,,,142_51_9,,,,141_51_9,,,,,XX
141_52_8,141,52,8,0,0,,,,,,,,,142_52_8,,,,141_52_8,,,,,XX
141_53_7,141,53,7,0,0,,,,,,,,,142_53_7,,,,141_53_7,,,,,XX
142_44_16,142,44,16,0,0,,,,,,,,,143_44_16,,,,142_44_16,,,,,XX
142_47_13,142,47,13,0,0,,,,,,,,,143_47_13,,,,142_47_13,,,,,XX
142_48_12,142,48,12,0,0,,,,,,,,,143_48_12,,,,142_48_12,,,,,XX
142_50_10,142,50,10,0,0,,,,,,,,,143_50_10,,,,142_50_10,,4,142_49_14,,XX
142_51_9,142,51,9,0,0,,,,,,,,,143_51_9,,,,142_51_9,,,,,XX
142_52_8,142,52,8,0,0,,,,,,,,,143_52_8,,,,142_52_8,,,,,XX
142_53_7,142,53,7,0,0,,,,,,,,,143_53_7,,,,142_53_7,,,,,XX
143_44_16,143,44,16,0,0,,,,,,,,,144_44_16,,,,143_44_16,,,,,XX
143_47_13,143,47,13,0,0,,,,,,,,,144_47_13,,,,143_47_13,,,,,XX
143_48_12,143,48,12,0,0,,,,,,,,,144_48_12,,,,143_48_12,,,,,XX
143_50_10,143,50,10,0,0,,,,,,,,,144_50_10,,,,143_50_10,,4,143_49_14,,XX
143_51_9,143,51,9,0,0,,,,,,,,,144_51_9,,,,143_51_9,,,,,XX
143_52_8,143,52,8,0,0,,,,,,,,,144_52_8,,,,143_52_8,,,,,XX
143_53_7,143,53,7,0,0,,,,,,,,,144_53_7,,,,143_53_7,,,,,XX
144_44_16,144,44,16,0,0,,,,,,,,,145_44_16,,,,144_44_16,,,,,XX
144_47_13,144,47,13,0,0,,,,,,,,,145_47_13,,,,144_47_13,,,,,XX
144_48_12,144,48,12,0,0,,,,,,,,,145_48_12,,,,144_48_12,,,,,XX
144_50_10,144,50,10,0,0,,,,,,,,,145_50_10,,,,144_50_10,,4,144_49_14,,XX
144_51_9,144,51,9,0,0,,,,,,,,,145_51_9,,,,144_51_9,,,,,XX
144_52_8,144,52,8,0,0,,,,,,,,,145_52_8,,,,144_52_8,,,,,XX
144_53_7,144,53,7,0,0,,,,,,,,,145_53_7,,,,144_53_7,,,,,XX
145_44_16,145,44,16,0,0,,,,,,,,,146_44_16,,,,145_44_16,,,,,XX
